bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
11,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,3.1,3000,40
11,Yolo Bus,A/C Seater / Sleeper (2+1),22:20,06h 59m,05:19,3.9,500,26
11,Chandu Travels,A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,3.7,399,23
11,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,3.8,500,19
11,Sai Srinivasa Travels,A/C Sleeper (2+1),21:30,06h 45m,04:15,3.8,650,18
11,Navayuga Travels,NON AC Seater / Sleeper 2+1,21:00,07h 10m,04:10,3.9,380,33
11,LVP Travels,A/C Seater / Sleeper (2+1),20:45,07h 35m,04:20,3.6,504,22
11,V Kaveri Travels,A/C Seater / Sleeper (2+1),17:35,05h 40m,23:15,3.7,600,17
11,Mayuri Travels,Non A/C Seater / Sleeper (2+1),20:40,07h 20m,04:00,3.9,500,29
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:02,07h 58m,02:00,3.3,500,15
11,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 05m,05:05,3.7,500,17
11,LVP Travels,A/C Seater / Sleeper (2+1),20:45,07h 35m,04:20,3.6,459,25
11,Komali Travels,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.4,560,24
11,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),17:40,09h 12m,02:52,3.6,399,20
11,KVR Tours and Travels,A/C Sleeper (2+1),19:00,07h 05m,02:05,3.1,800,25
11,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:15,05h 50m,03:05,3.0,660,19
11,Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:40,07h 50m,04:30,3.1,500,21
11,Ajay Bus,Non A/C Seater / Sleeper (2+1),22:00,06h 40m,04:40,3.1,360,28
11,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),20:45,07h 30m,04:15,3.9,405,26
11,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),20:00,07h 45m,03:45,3.9,499,22
11,LVR Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 50m,05:05,3.9,489,15
11,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),21:40,06h 15m,03:55,3.9,499,22
11,Mayuri Travels,A/C Seater / Sleeper (2+1),17:35,06h 20m,23:55,3.8,700,27
11,VAHINI Travels,Non A/C Seater / Sleeper (2+1),19:30,09h 00m,04:30,3.8,490,30
11,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:45,06h 15m,02:00,3.8,500,31
11,Mayuri Travels,A/C Sleeper (2+1),19:40,06h 50m,02:30,3.8,1110,29
11,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:40,06h 20m,02:00,3.8,450,28
11,Kalyani Transport,Non A/C Seater / Sleeper (2+1),19:45,07h 35m,03:20,3.8,449,16
11,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),20:20,07h 55m,04:15,3.8,560,16
11,VAHINI Travels,Non A/C Seater / Sleeper (2+1),21:10,07h 35m,04:45,3.8,490,24
11,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 50m,04:50,3.6,510,29
11,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:00,07h 15m,05:15,3.2,600,22
11,Prasanna Travels,A/C Seater / Sleeper (2+1),23:10,07h 05m,06:15,3.3,400,32
11,Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),17:45,06h 00m,23:45,3.7,3999,42
11,Chandu Travels,A/C Sleeper (2+1),22:15,06h 15m,04:30,3.7,494,24
11,Sri Sai Balaji Travels,NON A/C Semi Sleeper / Sleeper (2+1),17:40,05h 00m,22:40,3.7,599,28
11,CVR Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 47m,04:17,3.6,499,18
11,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),20:40,07h 20m,04:00,3.6,532,27
11,DMR Travels,Non A/C Seater / Sleeper (2+1),21:40,06h 50m,04:30,3.6,499,20
11,DMR Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,3.6,449,26
11,DMR Travels,Non A/C Seater / Sleeper (2+1),21:35,06h 55m,04:30,3.6,499,30
11,Eswar Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 35m,04:35,3.6,500,17
11,V Kaveri Travels,A/C Sleeper (2+1),21:00,07h 30m,04:30,3.6,700,26
11,DMR Travels,A/C Sleeper (2+1),20:40,06h 50m,03:30,3.6,699,24
11,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),20:55,08h 05m,05:00,3.6,460,28
11,DMR Travels,Non A/C Seater / Sleeper (2+1),21:40,06h 20m,04:00,3.6,449,29
11,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:25,06h 44m,05:09,3.2,400,37
11,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 40m,04:10,3.5,532,16
11,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:10,05h 50m,04:00,3.4,1995,30
11,SREE VENKATESHWARA TRAVELS,A/C Seater / Sleeper (2+1),20:40,07h 20m,04:00,3.4,504,21
11,Mahadevv travels,NON A/C Sleeper (2+1),20:45,07h 50m,04:35,3.4,560,24
11,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),17:35,06h 15m,23:50,3.4,599,17
11,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),18:00,05h 00m,23:00,3.4,599,26
11,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),17:50,04h 10m,22:00,3.4,749,13
11,Krk Travels,Non A/C Seater / Sleeper (2+1),17:45,05h 15m,23:00,3.3,719,22
11,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:35,04h 55m,22:30,3.3,699,33
11,KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:25,06h 50m,04:15,3.3,460,27
11,KVR Tours and Travels,Scania Multi-Axle AC Seater (2+2),21:54,06h 21m,04:15,3.3,3000,35
11,Mozo travels,A/C Seater / Sleeper (2+1),20:50,07h 55m,04:45,3.3,449,27
11,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),21:28,06h 52m,04:20,3.2,399,20
11,Orange Tours And Travels,A/C Seater / Sleeper (2+1),17:40,06h 50m,00:30,3.1,500,11
11,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,21:20,07h 00m,04:20,3.1,449,18
11,Ajay Bus,Non A/C Seater / Sleeper (2+1),21:20,06h 40m,04:00,3.1,399,28
11,Ajay Bus,A/C Seater / Sleeper (2+1),19:15,07h 00m,02:15,3.1,390,16
11,Apple Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 00m,03:30,3.1,450,25
11,SS Prasanna Travels,A/C Seater (2+2),22:30,06h 35m,05:05,3.1,3999,40
11,KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:25,06h 50m,04:15,3.9,499,22
11,SVR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:45,06h 05m,23:50,3.0,800,18
11,Ramana Tours And Travels,A/C Seater / Sleeper (2+1),20:35,08h 15m,04:50,3.8,532,23
11,Sri Siddi Ganapathi Travels,A/C Seater / Sleeper (2+1),21:05,07h 45m,04:50,3.8,420,24
11,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),21:55,06h 55m,04:50,3.3,400,24
11,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 57m,04:27,3.1,550,35
11,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:45,06h 05m,23:50,3.0,580,28
11,Mayuri Travels,Non A/C Seater / Sleeper (2+1),17:35,06h 20m,23:55,3.3,720,30
11,Sri Sai Padmavathi Travels,A/C Seater/Sleeper (2+1),21:30,07h 05m,04:35,3.1,449,29
11,Sri Siddi Ganapathi Travels,A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,0.0,2499,40
11,Sri Sai Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 55m,04:25,3.8,500,28
11,Mayuri Travels,Non A/C Seater / Sleeper (2+1),17:35,06h 20m,23:55,3.8,670,18
11,Sai Srinivasa Travels,A/C Seater / Sleeper (2+1),21:05,07h 45m,04:50,3.7,2000,40
11,SSK Kumar Travels,A/C Seater / Sleeper (2+1),21:45,06h 45m,04:30,3.7,420,31
11,Sri Sai Balaji Travels,A/C Semi Sleeper / Sleeper (2+1),17:35,05h 00m,22:35,3.7,3999,42
11,Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),17:40,04h 50m,22:30,3.7,1299,42
11,LVP Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 35m,04:20,3.6,432,30
11,LVP Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 10m,04:10,3.6,495,25
11,LVP Travels,Non A/C Seater / Sleeper (2+1),20:50,07h 40m,04:30,3.6,449,20
11,V Kaveri Travels,A/C Sleeper (2+1),21:00,07h 45m,04:45,3.6,700,24
11,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),20:10,08h 00m,04:10,3.4,649,32
11,Srivastav Travels,NON A/C Sleeper (2+1),21:00,07h 25m,04:25,3.4,1799,36
11,SREE VENKATESHWARA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,07h 20m,04:00,3.4,603,40
11,KVR Tours and Travels,Scania Multi-Axle AC Seater (2+2),21:40,06h 45m,04:25,3.3,399,37
11,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:35,05h 35m,23:10,3.3,555,30
11,KVR Tours and Travels,A/C Sleeper (2+1),19:00,07h 05m,02:05,3.3,800,31
11,Vasireddy Travels,NON A/C Sleeper (2+1),22:15,07h 15m,05:30,3.2,509,22
11,SS Prasanna Travels,A/C Seater (2+2),22:50,06h 15m,05:05,3.1,3999,40
11,Sree Sambhavi Tours and Travels,AC Seater (2+2),22:00,07h 40m,05:40,3.1,3999,45
11,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,06h 50m,03:20,3.0,399,31
11,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),20:20,08h 00m,04:20,3.0,560,34
11,Morning Star Travels,A/C Sleeper (2+1),22:30,06h 55m,05:25,3.7,600,10
11,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:05,07h 40m,02:45,3.9,555,4
11,Ramana Tours And Travels,A/C Sleeper (2+1),17:40,07h 25m,01:05,3.6,855,10
11,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),23:00,06h 00m,05:00,3.5,2999,1
11,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),22:30,06h 40m,05:10,3.3,2900,1
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),21:40,07h 35m,05:15,2.7,510,40
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),18:35,09h 20m,03:55,2.8,300,20
11,Vinay's Tours and Travels,A/C Sleeper (2+1),22:05,08h 00m,06:05,2.7,450,27
11,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 05m,04:05,2.9,399,20
11,CVR Express,Non A/C Seater / Sleeper (2+1),21:00,07h 20m,04:20,2.7,449,22
11,BSR Tours And Travels,A/C Seater / Sleeper (2+1),20:50,07h 20m,04:10,2.5,580,20
11,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:10,07h 25m,04:35,2.6,700,17
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:45,08h 20m,02:05,2.9,510,11
11,Jagan Travels,Non A/C Seater / Sleeper (2+1),17:45,04h 20m,22:05,2.5,450,15
11,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:59,05h 31m,03:30,2.4,600,35
11,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:20,06h 07m,04:27,2.1,990,27
11,SAMANVI CITICONNECT,A/C Sleeper (2+1),20:40,07h 40m,04:20,2.9,749,14
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:25,08h 05m,03:30,2.8,460,22
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),17:40,05h 50m,23:30,2.8,500,17
11,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,08h 10m,02:40,2.8,560,28
11,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),21:35,07h 10m,04:45,2.1,499,26
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 15m,04:00,2.7,500,18
11,SSK Kumar Travels,A/C Seater / Sleeper (2+1),21:45,06h 45m,04:30,2.3,420,30
11,Orange Tours And Travels,A/C Sleeper (2+1),21:10,07h 25m,04:35,1.9,700,21
11,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,07h 40m,02:10,2.1,500,26
11,Morning Star Travels,A/C Sleeper (2+1),21:30,06h 00m,03:30,2.7,790,14
11,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,07h 05m,02:20,2.5,499,23
11,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:40,06h 05m,23:45,1.4,509,13
11,Srivastav Travels,A/C Sleeper (2+1),21:00,07h 25m,04:25,1.6,549,20
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,06h 55m,03:40,1.0,600,14
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),18:35,08h 55m,03:30,1.9,500,36
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),17:35,08h 40m,02:15,1.6,500,11
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),17:45,05h 35m,23:20,1.3,500,18
11,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,06h 35m,05:50,2.7,400,34
11,J GAGANA TRAVELS,Non A/C Seater / Sleeper (2+1),19:35,08h 10m,03:45,2.9,444,26
11,Vasireddy Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),22:15,07h 15m,05:30,2.7,379,17
11,Sri Krishna Travels,A/C Sleeper (2+1),19:45,08h 15m,04:00,2.5,700,13
11,Orange Tours And Travels,NON A/C Sleeper (2+1),18:25,07h 35m,02:00,2.2,500,25
11,YNR Travels,A/C Sleeper (2+1),23:50,06h 35m,06:25,2.6,499,24
11,LimoLiner,A/C Sleeper (2+1),20:55,07h 05m,04:00,2.8,729,17
11,SSK Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 15m,04:15,2.5,1999,35
11,Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 20m,04:20,2.8,399,29
11,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),20:45,06h 30m,03:15,2.6,849,24
11,Morning Star Travels,A/C Sleeper (2+1),21:30,06h 25m,03:55,2.8,790,30
11,VENKATA VYSHNAVI TRAVELS,A/C Seater / Sleeper (2+1),23:45,05h 45m,05:30,2.3,3999,50
11,Navayuga Travels,NON AC Seater / Sleeper 2+1,19:49,08h 41m,04:30,2.7,444,23
11,AVR Travels,A/C Seater / Sleeper (2+1),22:20,06h 55m,05:15,2.2,3799,41
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:40,07h 50m,02:30,2.7,500,11
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:40,07h 50m,02:30,2.7,560,20
11,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),20:50,07h 45m,04:35,2.5,440,31
11,SKS Logistics,A/C Seater / Sleeper (2+1),22:00,05h 30m,03:30,2.5,649,29
11,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 30m,04:15,2.5,555,11
11,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),19:30,05h 50m,01:20,2.5,490,23
11,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:20,07h 30m,03:50,2.3,849,22
11,Surya Dream Liner,NON A/C Sleeper (2+1),22:20,06h 50m,05:10,2.2,3000,30
11,Vikram Travels,A/C Sleeper (2+1),19:20,06h 40m,02:00,1.7,799,15
11,Vikram Travels,A/C Sleeper (2+1),21:00,06h 00m,03:00,1.7,799,18
11,NAVADISHA TRAVELS,A/C Seater / Sleeper (2+1),20:30,07h 40m,04:10,0.0,540,24
11,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),20:20,07h 55m,04:15,2.5,399,26
11,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,02h 30m,00:30,0.0,1499,28
11,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,02h 30m,00:30,0.0,1499,28
11,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,02h 30m,00:30,0.0,1499,27
11,VR Travels,Non A/C Seater / Sleeper (2+1),22:10,06h 15m,04:25,1.0,4000,40
11,Meghana Travels,A/C Seater / Sleeper (2+1),21:40,06h 00m,03:40,2.8,4750,44
11,Meghana Travels,A/C Seater / Sleeper (2+1),21:55,06h 50m,04:45,2.8,475,34
11,SRI VEERANJANEYA TOURS AND TRAVELS,A/C Sleeper (2+1),22:20,06h 10m,04:30,2.8,750,23
11,Morning Star Travels,A/C Sleeper (2+1),21:30,06h 50m,04:20,2.8,790,30
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:00,05h 45m,23:45,2.7,500,18
11,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:00,08h 00m,02:00,2.7,500,15
11,MY YATRA BUS,A/C Sleeper (2+1),20:30,08h 15m,04:45,2.5,800,27
11,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),20:50,07h 30m,04:20,2.5,440,33
11,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),20:45,07h 20m,04:05,2.3,799,23
11,SSK Travels,A/C Sleeper (2+1),22:00,06h 15m,04:15,2.0,2999,30
11,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,06h 45m,02:45,1.9,888,27
11,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,06h 45m,02:45,1.9,879,25
11,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),19:10,09h 05m,04:15,1.4,3999,44
11,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:47,07h 44m,04:31,1.4,3999,44
11,Naveen Tours and Travels,AC Seater (2+2),21:52,07h 44m,05:36,1.4,3999,40
11,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),21:52,07h 44m,05:36,1.4,3999,44
11,SRI MARUTHI TRAVELS,A/C Sleeper (2+1),20:46,06h 44m,03:30,1.0,949,26
11,Morning Star Travels,A/C Sleeper (2+1),22:15,06h 45m,05:00,2.3,600,4
11,LIMOLINER,A/C Sleeper (2+1),17:50,08h 20m,02:10,2.8,699,9
11,Morning Star Travels,A/C Sleeper (2+1),22:15,06h 40m,04:55,1.5,600,4
11,Moonlight Travels,A/C Sleeper (2+1),23:00,06h 15m,05:15,1.7,950,1
11,Mozo travels,A/C Sleeper (2+1),20:35,07h 45m,04:20,2.8,700,3
11,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),20:35,08h 25m,05:00,2.8,450,10
11,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 15m,04:00,2.7,555,10
11,Morning Star Travels,A/C Sleeper (2+1),21:25,07h 05m,04:30,1.2,600,9
11,Kakathiya Travels,NON A/C Sleeper (2+1),21:15,07h 15m,04:30,0.0,580,1
11,Mahi Trans Solutions,A/C Sleeper (2+1),21:45,06h 38m,04:23,2.3,2899,1
11,Sai Durga Travels,A/C Sleeper (2+1),22:40,07h 20m,06:00,1.6,5000,1
12,TGSRTC - 40710,Super Luxury (Non AC Seater 2+2 Push Back),17:35,06h 15m,23:50,2.9,440,25
12,TGSRTC - 1412,Rajdhani (AC Semi Sleeper 2+2),18:05,05h 35m,23:40,2.5,533,31
12,TGSRTC - 7663,Super Luxury (Non AC Seater 2+2 Push Back),18:05,04h 50m,22:55,4.2,440,29
12,TGSRTC - 7772,Super Luxury (Non AC Seater 2+2 Push Back),18:30,06h 15m,00:45,3.4,352,28
12,TGSRTC - 40910,Super Luxury (Non AC Seater 2+2 Push Back),18:35,06h 20m,00:55,3.0,440,29
12,TGSRTC - 41162,Super Luxury (Non AC Seater 2+2 Push Back),19:05,06h 50m,01:55,4.9,440,33
12,TGSRTC - 41110,Super Luxury (Non AC Seater 2+2 Push Back),19:35,06h 20m,01:55,4.1,440,31
12,TGSRTC - 41362,Super Luxury (Non AC Seater 2+2 Push Back),19:55,06h 55m,02:50,2.9,440,33
12,TGSRTC - 41310,Super Luxury (Non AC Seater 2+2 Push Back),20:35,06h 25m,03:00,4.3,440,33
12,TGSRTC - 1450,Rajdhani (AC Semi Sleeper 2+2),20:45,05h 30m,02:15,3.0,533,29
12,TGSRTC - 7770,Super Luxury (Non AC Seater 2+2 Push Back),20:45,05h 30m,02:15,3.4,352,16
12,TGSRTC - 41562,Super Luxury (Non AC Seater 2+2 Push Back),20:55,06h 45m,03:40,3.9,440,33
12,TGSRTC - 41531,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04h 30m,01:45,3.7,440,33
12,TGSRTC - 30310,Rajdhani (AC Semi Sleeper 2+2),21:25,05h 45m,03:10,3.2,533,30
12,TGSRTC - 1049,Rajdhani (AC Semi Sleeper 2+2),21:45,04h 15m,02:00,3.6,533,33
12,TGSRTC - 7742,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05h 20m,03:05,4.5,440,31
12,TGSRTC - 14562,eGARUDA,22:05,06h 05m,04:10,3.7,533,35
12,TGSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,22:10,05h 20m,03:30,4.1,354,20
12,TGSRTC - 8003,Lahari Non A/C Sleeper Cum Seater,22:30,06h 30m,05:00,3.8,354,32
12,TGSRTC - 1917,Super Luxury (Non AC Seater 2+2 Push Back),22:35,04h 55m,03:30,3.7,440,29
12,TGSRTC - 12162,eGARUDA,22:35,05h 45m,04:20,3.5,533,35
12,TGSRTC - 40377,Super Luxury (Non AC Seater 2+2 Push Back),22:35,04h 45m,03:20,4.2,440,26
12,TGSRTC - 14762,eGARUDA,23:05,06h 05m,05:10,3.9,533,34
12,TGSRTC - 1824,Rajdhani (AC Semi Sleeper 2+2),23:05,04h 30m,03:35,3.9,533,32
12,TGSRTC - 1594,Rajdhani (AC Semi Sleeper 2+2),23:15,04h 30m,03:45,2.9,533,33
12,TGSRTC - 1616,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04h 55m,04:25,4.1,440,28
12,TGSRTC - 41731,Super Luxury (Non AC Seater 2+2 Push Back),23:35,04h 45m,04:20,3.8,440,33
12,TGSRTC - 16362,eGARUDA,23:35,06h 05m,05:40,3.3,533,31
12,TGSRTC - 1586,Rajdhani (AC Semi Sleeper 2+2),23:45,04h 30m,04:15,3.0,533,32
12,TGSRTC - 7762,Super Luxury (Non AC Seater 2+2 Push Back),23:55,04h 25m,04:20,4.1,440,31
12,TGSRTC - 1470,Rajdhani (AC Semi Sleeper 2+2),23:59,06h 51m,06:50,3.0,533,32
12,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:50,07h 25m,06:15,4.7,469,13
12,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:15,06h 45m,06:00,4.6,469,12
12,FRESHBUS,Electric A/C Seater (2+2),22:40,06h 55m,05:35,4.7,475,15
12,AdYolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:39,06h 10m,04:49,3.9,450,34
12,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,4.6,459,16
12,FRESHBUS,Electric A/C Seater (2+2),22:00,07h 00m,05:00,4.6,500,15
12,IntrCity SmartBus,AC Sleeper (2+1),23:45,06h 15m,06:00,4.8,649,17
12,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,4.0,560,9
12,FRESHBUS,Electric A/C Seater (2+2),21:10,06h 45m,03:55,4.5,450,20
12,FRESHBUS,Electric A/C Seater (2+2),17:45,06h 30m,00:15,4.5,349,12
12,Sri Ganga Travels,A/C Seater / Sleeper (2+1),22:10,06h 35m,04:45,0.0,472,21
12,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:20,05h 57m,05:17,4.6,629,22
12,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:20,07h 25m,05:45,4.6,713,12
12,Zingbus Plus,A/C Seater / Sleeper (2+1),22:20,07h 25m,05:45,4.4,495,11
12,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:55,06h 45m,05:40,4.5,439,11
12,IntrCity SmartBus,AC Sleeper (2+1),23:30,07h 00m,06:30,4.5,649,14
12,IntrCity SmartBus,AC Sleeper (2+1),23:00,06h 35m,05:35,4.5,639,11
12,Yolo Bus,A/C Sleeper (2+1),22:49,06h 10m,04:59,4.6,660,15
12,FRESHBUS,Electric A/C Seater (2+2),23:10,06h 50m,06:00,4.4,475,17
12,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:10,06h 45m,05:55,4.3,639,13
12,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:20,07h 35m,05:55,4.3,585,15
12,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:50,07h 07m,05:57,4.3,500,16
12,Sri KVR Travels,A/C Sleeper (2+1),23:20,06h 15m,05:35,4.2,809,19
12,Svkdt travels,A/C Sleeper (2+1),23:00,06h 50m,05:50,4.1,667,12
12,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),00:45,06h 10m,06:55,4.0,670,1
12,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:55,07h 02m,04:57,4.5,550,12
12,Zingbus Plus,A/C Seater / Sleeper (2+1),23:10,07h 25m,06:35,4.5,473,14
12,IntrCity SmartBus,AC Sleeper (2+1),22:25,07h 05m,05:30,4.5,569,14
12,Anjani Bus,A/C Seater / Sleeper (2+1),22:50,06h 57m,05:47,4.0,489,17
12,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,4.1,499,14
12,LVP Travels,A/C Seater / Sleeper (2+1),22:43,06h 47m,05:30,4.5,500,20
12,Eswar Travels,A/C Seater / Sleeper (2+1),22:20,07h 30m,05:50,4.6,500,18
12,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:57,06h 03m,06:00,4.2,699,11
12,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,05:00,4.3,560,12
12,Eswar Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 47m,05:47,5.0,570,11
12,LG BUS,A/C Seater / Sleeper (2+1),23:55,05h 35m,05:30,0.0,590,11
12,LG BUS,A/C Sleeper (2+1),23:35,05h 25m,05:00,0.0,780,21
12,Sree Gowtham Travels,A/C Sleeper (2+1),23:02,05h 19m,04:21,4.2,800,12
12,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06h 25m,06:15,4.8,780,5
12,Meghana Travels,NON A/C Airbus (2+2),23:59,06h 43m,06:42,4.3,2850,30
12,Meghana Travels,A/C Seater / Sleeper (2+1),23:20,05h 40m,05:00,4.3,4750,44
12,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,4.5,478,7
12,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,06h 30m,06:10,4.5,509,9
12,Zingbus Plus,A/C Sleeper (2+1),23:55,07h 00m,06:55,4.5,583,2
12,NueGo,A/C Seater (2+2),21:50,06h 15m,04:05,4.4,459,7
12,NueGo,Electric A/C Seater (2+2),22:35,06h 35m,05:10,4.3,474,9
