bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
9,KSRTC (Kerala) - 1506,Super Fast Non AC Seater (2+3),20:30,07h 30m,04:00,2.5,332,46
9,KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),20:45,07h 20m,04:05,2.5,360,34
9,KSRTC (Kerala) - 3294,Super Fast Non AC Seater (2+3),21:00,07h 00m,04:00,2.5,332,33
9,KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),21:45,06h 40m,04:25,2.0,332,47
9,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,05h 55m,03:45,3.1,381,8
9,KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),22:10,06h 20m,04:30,3.3,381,29
9,KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,06h 35m,05:15,2.5,370,24
9,KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,07h 01m,05:41,2.5,341,31
9,KSRTC (Kerala) - 128,Super Deluxe Non AC Seater Air Bus (2+2),22:55,05h 15m,04:10,1.0,381,23
9,KSRTC (Kerala) - 2784,Super Express Non AC Seater Air Bus (2+2),23:20,07h 10m,06:30,2.5,386,15
9,KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),23:25,06h 30m,05:55,2.5,332,44
9,KSRTC (Kerala) - 505,Super Express Non AC Seater Air Bus (2+2),23:59,04h 46m,04:45,1.9,381,7
9,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,06h 45m,06:15,4.9,750,13
9,Madhavi Travels,A/C Sleeper (2+1),23:40,07h 00m,06:40,4.0,1044,18
9,A1 Travels,A/C Seater / Sleeper (2+1),20:05,06h 55m,03:00,3.8,700,30
9,EMERALD TRAVELS,A/C Sleeper (2+1),22:10,05h 20m,03:30,3.8,900,21
10,KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),19:15,03h 30m,22:45,2.8,181,48
10,KSRTC (Kerala) - 3191,Super Fast Non AC Seater (2+3),19:15,02h 30m,21:45,2.8,181,50
10,KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),19:30,02h 45m,22:15,1.0,216,7
10,KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),19:40,03h 20m,23:00,2.8,181,48
10,KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),19:45,03h 35m,23:20,2.8,181,44
10,KSRTC (Kerala) - 2712,Super Fast Non AC Seater (2+3),20:00,02h 50m,22:50,2.8,166,50
10,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),20:20,04h 15m,00:35,2.8,216,10
10,KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),20:26,02h 50m,23:16,2.8,216,12
10,KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),20:35,04h 00m,00:35,2.8,174,42
10,KSRTC (Kerala) - 125,Super Deluxe Non AC Seater Air Bus (2+2),20:40,02h 55m,23:35,2.8,216,17
10,KSRTC (Kerala) - 1962,Super Fast Non AC Seater (2+3),20:45,03h 14m,23:59,2.8,181,46
10,KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),20:50,03h 25m,00:15,2.8,181,42
10,KSRTC (Kerala) - 1211,AC MULTI AXLE,20:55,03h 10m,00:05,2.8,340,11
10,KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),21:00,03h 00m,00:00,2.8,201,25
10,KSRTC (Kerala) - 3323,Low Floor AC Seater 2+2,21:22,03h 05m,00:27,2.8,253,20
10,KSRTC (Kerala) - 2783,Super Express Non AC Seater Air Bus (2+2),21:50,03h 10m,01:00,2.8,201,14
10,KSRTC (Kerala) - 594,Super Express Non AC Seater Air Bus (2+2),21:55,03h 30m,01:25,2.8,201,10
10,KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),22:00,02h 30m,00:30,2.8,216,25
10,KSRTC (Kerala) - 819,Super Fast Non AC Seater (2+3),22:05,03h 40m,01:45,2.8,181,38
10,KSRTC (Kerala) - 561,Super Express Non AC Seater Air Bus (2+2),22:10,03h 45m,01:55,2.8,201,18
10,KSRTC (Kerala) - 1955,Super Fast Non AC Seater (2+3),22:20,03h 15m,01:35,2.8,181,40
10,KSRTC (Kerala) - 2388,Low Floor AC Seater 2+2,22:25,03h 05m,01:30,2.8,253,26
10,KSRTC (Kerala) - 2131,Super Express Non AC Seater Air Bus (2+2),22:35,03h 15m,01:50,2.8,201,5
10,KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),23:00,03h 20m,02:20,2.7,181,48
10,KSRTC (Kerala) - 2863,Super Express Non AC Seater Air Bus (2+2),23:00,02h 30m,01:30,2.8,216,9
10,KSRTC (Kerala) - 559,Super Express Non AC Seater Air Bus (2+2),23:10,03h 00m,02:10,2.8,216,13
10,KSRTC (Kerala) - 312,Super Fast Non AC Seater (2+3),23:15,03h 30m,02:45,2.8,181,34
10,KSRTC (Kerala) - 585,Super Express Non AC Seater Air Bus (2+2),23:30,03h 25m,02:55,2.8,201,13
10,KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),23:45,03h 25m,03:10,2.8,181,38
10,KSRTC (Kerala) - 915,Super Fast Non AC Seater (2+3),23:45,03h 25m,03:10,2.8,174,16
10,KSRTC (Kerala) - 2985,Super Fast Non AC Seater (2+3),23:55,03h 40m,03:35,2.8,181,41
10,Greenline kerala,A/C Seater Push Back (2+2),23:50,02h 55m,02:45,3.1,500,19
10,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:31,02h 54m,01:25,3.0,1100,12
10,Adrin Travels,A/C Seater/Sleeper (2+1),23:05,02h 55m,02:00,3.9,1000,13
10,Blue Bird Travels,A/C Seater Push Back (2+2),23:15,03h 35m,02:50,3.1,549,10
10,Sona Travels,Bharat Benz A/C Sleeper (2+1),23:20,03h 25m,02:45,3.2,899,8
10,Madhavi Travels,A/C Semi Sleeper (2+2),23:20,02h 55m,02:15,4.0,599,31
10,Madhavi Travels,A/C Sleeper (2+1),23:30,02h 35m,02:05,4.0,799,6
10,Madhavi Travels,A/C Sleeper (2+1),23:30,03h 30m,03:00,4.0,899,25
10,UFO Bus,A/C Sleeper (2+1),23:35,03h 10m,02:45,4.1,810,17
10,Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:30,03h 00m,02:30,0.0,667,3
10,Cochin Bus,A/C Sleeper (2+1),23:40,02h 50m,02:30,0.0,858,4
10,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:47,03h 53m,03:40,3.9,749,10
10,Kalpaka Travels 1,A/C Sleeper (2+1),23:40,02h 50m,02:30,4.0,800,8
10,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:40,03h 05m,02:45,4.1,675,10
10,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:50,0-21h 0-50m,03:00,3.0,900,20
10,Madhavi Travels,A/C Semi Sleeper (2+2),23:50,0-21h 0-15m,03:35,4.0,549,26
10,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:55,03h 05m,03:00,4.0,600,36
10,SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,02h 31m,02:30,4.7,800,15
10,Madhavi Travels,A/C Semi Sleeper (2+2),23:59,03h 36m,03:35,4.0,599,16
10,Arya Travels,A/C Sleeper (2+1),23:59,03h 16m,03:15,3.2,745,13
10,Arya Travels,A/C Sleeper (2+1),23:59,03h 16m,03:15,3.2,745,9
10,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),02:30,02h 00m,04:30,3.0,700,36
10,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,02:45,03h 15m,06:00,2.7,600,37
10,Galaxy Tours,A/C Semi Sleeper (2+2),02:45,03h 15m,06:00,2.7,650,19
11,TGSRTC - 42662,Super Luxury (Non AC Seater 2+2 Push Back),17:35,04h 55m,22:30,3.3,440,31
11,TGSRTC - 42010,Super Luxury (Non AC Seater 2+2 Push Back),17:35,06h 55m,00:30,3.0,440,30
11,TGSRTC - 1373,Rajdhani (AC Semi Sleeper 2+2),17:35,06h 35m,00:10,2.1,533,30
11,TGSRTC - 9698,Lahari A/C sleeper,17:40,06h 10m,23:50,2.8,511,17
11,TGSRTC - 43062,Super Luxury (Non AC Seater 2+2 Push Back),17:40,06h 30m,00:10,1.9,440,31
11,TGSRTC - 41831,Super Luxury (Non AC Seater 2+2 Push Back),17:40,05h 30m,23:10,3.3,440,31
11,TGSRTC - 1502,Rajdhani (AC Semi Sleeper 2+2),17:40,04h 50m,22:30,1.9,536,29
11,TGSRTC - 2042,LAHARI A/C SLEEPER CUM SEATER,17:40,04h 30m,22:10,2.6,376,24
11,TGSRTC - 1589,Rajdhani (AC Semi Sleeper 2+2),17:50,05h 00m,22:50,1.6,533,31
11,TGSRTC - 43262,Super Luxury (Non AC Seater 2+2 Push Back),17:55,06h 55m,00:50,2.6,440,28
11,TGSRTC - 42862,Super Luxury (Non AC Seater 2+2 Push Back),18:00,05h 30m,23:30,2.6,440,31
11,TGSRTC - 9929,Super Luxury (Non AC Seater 2+2 Push Back),18:05,07h 30m,01:35,4.2,352,23
11,TGSRTC - 1757,Super Luxury (Non AC Seater 2+2 Push Back),18:30,07h 35m,02:05,3.9,352,4
11,TGSRTC - 1417,RAJDHANI (A.C. Semi Sleeper),18:30,05h 00m,23:30,2.1,533,30
11,TGSRTC - 9807,Lahari A/C sleeper,18:30,07h 00m,01:30,4.2,511,19
11,TGSRTC - 40477,Super Luxury (Non AC Seater 2+2 Push Back),18:45,06h 45m,01:30,4.4,440,31
11,TGSRTC - 6552,Rajdhani (AC Semi Sleeper 2+2),18:50,07h 00m,01:50,2.8,533,31
11,TGSRTC - 7620,Super Luxury (Non AC Seater 2+2 Push Back),18:50,06h 20m,01:10,4.2,440,31
11,TGSRTC - 8002,Lahari Non A/C Sleeper Cum Seater,19:00,06h 00m,01:00,2.4,354,40
11,TGSRTC - 9919,Super Luxury (Non AC Seater 2+2 Push Back),19:20,07h 30m,02:50,4.7,356,25
11,TGSRTC - 2016,Lahari Non A/C Sleeper Cum Seater,19:50,07h 30m,03:20,3.8,354,32
11,TGSRTC - 1548,Rajdhani (AC Semi Sleeper 2+2),20:00,07h 00m,03:00,2.8,533,32
11,TGSRTC - 7692,Super Luxury (Non AC Seater 2+2 Push Back),20:05,06h 45m,02:50,3.2,440,33
11,TGSRTC - 31010,Rajdhani (AC Semi Sleeper 2+2),20:10,07h 00m,03:10,3.1,533,31
11,TGSRTC - 9880,Super Luxury (Non AC Seater 2+2 Push Back),20:40,07h 00m,03:40,4.2,352,21
11,TGSRTC - 42031,Super Luxury (Non AC Seater 2+2 Push Back),20:40,05h 30m,02:10,4.1,440,30
11,TGSRTC - 7771,Super Luxury (Non AC Seater 2+2 Push Back),20:45,06h 45m,03:30,4.5,352,31
11,TGSRTC - 1958,Rajdhani (AC Semi Sleeper 2+2),20:50,07h 00m,03:50,3.1,533,30
11,TGSRTC - 4077,Rajdhani (AC Semi Sleeper 2+2),20:50,07h 15m,04:05,3.0,533,31
11,TGSRTC - 30862,Rajdhani (AC Semi Sleeper 2+2),21:00,07h 15m,04:15,2.7,533,31
11,TGSRTC - 2961,Rajdhani (AC Semi Sleeper 2+2),21:10,07h 15m,04:25,2.4,533,31
11,TGSRTC - 1781,RAJDHANI (A.C. Semi Sleeper),21:10,05h 00m,02:10,1.8,533,35
11,TGSRTC - 1500,Rajdhani (AC Semi Sleeper 2+2),21:20,07h 15m,04:35,2.8,533,27
11,TGSRTC - 1581,RAJDHANI (A.C. Semi Sleeper),21:30,06h 30m,04:00,2.8,533,35
11,TGSRTC - 9922,Super Luxury (Non AC Seater 2+2 Push Back),21:40,07h 10m,04:50,4.0,440,24
11,TGSRTC - 1627,Rajdhani (AC Semi Sleeper 2+2),21:50,07h 00m,04:50,3.3,533,31
11,TGSRTC - 7769,Super Luxury (Non AC Seater 2+2 Push Back),21:50,06h 40m,04:30,3.5,352,28
11,TGSRTC - 17062,eGARUDA,21:55,07h 00m,04:55,2.4,533,28
11,TGSRTC - 9933,Super Luxury (Non AC Seater 2+2 Push Back),22:00,07h 10m,05:10,3.5,440,30
11,TGSRTC - 4075,Rajdhani (AC Semi Sleeper 2+2),22:20,07h 00m,05:20,2.8,533,31
11,TGSRTC - 18662,eGARUDA,22:30,06h 40m,05:10,3.3,516,27
11,TGSRTC - 1649,RAJDHANI (A.C. Semi Sleeper),23:10,05h 00m,04:10,3.6,533,35
11,TGSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,06h 20m,05:30,3.3,354,38
11,FRESHBUS,Electric A/C Seater (2+2),21:50,07h 55m,05:45,4.6,348,32
11,FRESHBUS,Electric A/C Seater (2+2),21:00,08h 05m,05:05,4.6,550,13
11,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:30,06h 55m,05:25,4.6,499,37
11,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),21:50,06h 20m,04:10,4.1,399,23
11,FRESHBUS,Electric A/C Seater (2+2),22:30,07h 25m,05:55,4.5,349,29
11,FRESHBUS,Electric A/C Seater (2+2),23:10,07h 20m,06:30,4.5,349,28
11,NueGo,Electric A/C Seater (2+2),22:20,07h 40m,06:00,4.4,332,17
11,AdYolo Bus,Bharat Benz A/C Sleeper (2+1),19:00,07h 29m,02:29,4.6,850,7
11,Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,4.4,449,29
11,Zingbus Plus,A/C Sleeper (2+1),17:35,06h 35m,00:10,4.0,514,12
11,IntrCity SmartBus,AC Sleeper (2+1),22:40,08h 05m,06:45,4.6,589,12
11,Sri KVR Travels,A/C Sleeper (2+1),21:30,07h 45m,05:15,4.5,499,15
11,IntrCity SmartBus,AC Sleeper (2+1),22:10,07h 55m,06:05,4.4,559,17
11,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:00,07h 30m,06:30,4.4,559,19
11,Yolo Bus,A/C Sleeper (2+1),22:31,07h 33m,06:04,4.6,550,11
11,NueGo,Electric A/C Seater/Sleeper (2+1),22:35,07h 25m,06:00,4.3,332,18
11,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,07h 25m,05:20,4.3,429,31
11,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,07h 35m,06:00,4.3,389,24
11,FRESHBUS,Electric A/C Seater (2+2),17:50,04h 00m,21:50,4.7,349,13
11,Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,07h 15m,06:05,4.3,414,26
11,NueGo,Electric A/C Seater (2+2),17:40,05h 20m,23:00,4.3,332,11
11,NueGo,Electric A/C Seater (2+2),20:55,07h 25m,04:20,4.2,332,16
11,Svkdt travels,A/C Seater / Sleeper (2+1),22:20,07h 10m,05:30,4.2,399,15
11,NueGo,Electric A/C Seater (2+2),23:25,07h 05m,06:30,4.2,356,19
11,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,07h 09m,05:24,4.2,399,30
11,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),19:10,08h 20m,03:30,4.6,604,11
11,Vinay's Tours and Travels,A/C Sleeper (2+1),22:10,07h 20m,05:30,4.1,441,22
11,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),22:20,06h 33m,04:53,4.2,584,18
11,Svkdt travels,A/C Sleeper (2+1),22:20,07h 30m,05:50,4.4,499,16
11,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06h 50m,05:35,4.0,389,27
11,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,07h 40m,06:05,4.1,499,13
11,NueGo,Electric A/C Seater (2+2),22:55,07h 40m,06:35,4.3,408,18
11,Svkdt travels,A/C Sleeper (2+1),22:20,07h 30m,05:50,4.1,549,13
11,Tirumala Xpress,A/C Sleeper (2+1),21:35,08h 15m,05:50,4.0,449,22
11,Sri Durga Malleswari Travels,A/C Sleeper (2+1),21:45,06h 50m,04:35,4.2,540,19
11,IntrCity SmartBus,AC Sleeper (2+1),22:00,07h 50m,05:50,4.0,559,18
11,Sri KVR Travels,NON A/C Sleeper (2+1),21:00,08h 31m,05:31,4.1,578,20
11,IntrCity SmartBus,AC Sleeper (2+1),22:40,07h 45m,06:25,4.5,519,24
11,NueGo,Electric A/C Seater (2+2),21:55,07h 40m,05:35,4.1,332,24
11,NueGo,Electric A/C Seater/Sleeper (2+1),21:35,07h 35m,05:10,4.1,332,11
11,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),21:45,06h 30m,04:15,4.4,441,11
11,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:50,06h 45m,04:35,4.2,449,19
11,BSR Tours And Travels,A/C Sleeper (2+1),20:50,07h 10m,04:00,5.0,780,16
11,Tirumala Travels,A/C Sleeper (2+1),20:30,08h 00m,04:30,4.8,499,16
11,IntrCity SmartBus,AC Sleeper (2+1),19:30,08h 00m,03:30,5.0,769,13
11,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:05,06h 19m,04:24,4.9,398,19
11,Go Bus Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 30m,04:15,4.0,405,18
11,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:50,08h 45m,04:35,4.8,599,16
11,Nani Svkdt Travels,A/C Sleeper (2+1),22:00,06h 30m,04:30,4.0,696,15
11,V Kaveri Travels,A/C Sleeper (2+1),21:00,07h 30m,04:30,4.3,700,12
11,Zingbus Plus,A/C Sleeper (2+1),17:35,07h 10m,00:45,4.6,691,11
11,Go Tour Travels and Holidays,A/C Sleeper (2+1),21:45,06h 30m,04:15,4.2,801,11
11,IntrCity SmartBus,AC Sleeper (2+1),17:35,06h 45m,00:20,4.2,769,11
11,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:59,05h 31m,05:30,4.1,599,32
11,Mayuri Travels,A/C Sleeper (2+1),20:40,06h 50m,03:30,4.5,670,29
11,Komali Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,4.2,449,24
11,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 10m,04:25,4.5,399,26
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:10,08h 15m,03:25,4.5,460,12
11,Mythri Tours And Travels,A/C Sleeper (2+1),21:00,07h 05m,04:05,4.4,789,11
11,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,20:50,07h 55m,04:45,4.1,485,24
11,PRK Travels,Non A/C Seater / Sleeper (2+1),20:15,09h 10m,05:25,4.0,399,17
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,06h 20m,03:35,4.4,444,11
11,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),20:00,07h 45m,03:45,4.2,444,21
11,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,06h 35m,04:15,4.3,500,24
11,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 30m,04:15,4.2,555,20
11,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:40,07h 10m,03:50,4.2,499,21
11,Sri Shivanjaneya Travels,A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,4.0,398,23
11,LG BUS,A/C Sleeper (2+1),20:15,07h 50m,04:05,0.0,780,26
11,BSR Tours And Travels,A/C Seater / Sleeper (2+1),18:00,08h 30m,02:30,4.7,780,8
11,LG BUS,A/C Seater / Sleeper (2+1),20:15,07h 55m,04:10,0.0,530,32
11,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:32,07h 33m,01:05,4.7,1380,18
11,Neelachal Travels,A/C Seater / Sleeper (2+1),17:40,05h 05m,22:45,4.3,800,11
11,GMC Travels,A/C Seater / Sleeper (2+1),21:00,06h 30m,03:30,4.3,549,35
11,GMC Travels,A/C Seater / Sleeper (2+1),17:35,06h 10m,23:45,4.3,549,17
11,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:40,08h 00m,04:40,4.2,499,23
11,Svkdt travels,A/C Sleeper (2+1),17:35,08h 30m,02:05,4.2,736,11
11,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 25m,04:40,4.2,444,18
11,Sree Gowtham Travels,A/C Sleeper (2+1),21:30,08h 02m,05:32,4.2,600,23
11,Jayanthi Travels,A/C Sleeper (2+1),20:15,07h 15m,03:30,4.2,722,21
11,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),20:15,06h 45m,03:00,4.2,499,24
11,SUNRISE TOUR AND TRAVELS,Non A/C Seater / Sleeper (2+1),20:28,07h 52m,04:20,0.0,399,26
11,Sri KVR Travels,A/C Seater / Sleeper (2+1),17:35,07h 05m,00:40,4.1,653,21
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:00,08h 25m,02:25,4.1,460,15
11,Padma Travels,Non A/C Seater / Sleeper (2+1),21:15,06h 45m,04:00,4.0,399,21
11,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:15,07h 15m,04:30,4.0,449,18
11,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:15,07h 15m,04:30,4.0,399,24
11,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 20m,04:05,4.0,500,17
11,Sitara Travels,NON A/C Push Back (2+2),22:00,06h 00m,04:00,4.4,350,22
11,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,4.0,500,25
11,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 35m,04:05,4.1,500,21
11,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),17:35,05h 40m,23:15,4.3,560,26
11,KPS Buses,A/C Sleeper (2+1),21:15,07h 15m,04:30,4.4,2700,36
11,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,06h 35m,04:15,4.3,610,21
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:40,05h 10m,22:50,4.1,5550,41
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:35,07h 20m,00:55,4.1,750,16
11,Shree Manikanta Travels,A/C Seater / Sleeper (2+1),19:00,02h 05m,21:05,4.0,699,19
11,Komali Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,4.0,449,19
11,NueGo,Electric A/C Seater (2+2),22:10,07h 05m,05:15,4.3,389,10
11,Sri Durga Malleswari Travels,A/C Sleeper (2+1),21:50,07h 35m,05:25,4.2,713,10
11,NueGo,Electric A/C Seater (2+2),21:40,07h 40m,05:20,4.1,578,4
11,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:05,08h 55m,03:00,4.8,769,10
11,BSR Tours And Travels,VE A/C Sleeper (2+1),20:50,07h 20m,04:10,4.2,780,8
11,Mythri Tours And Travels,A/C Sleeper (2+1),19:05,07h 23m,02:28,4.5,674,7
11,LVR Travels,Non A/C Seater / Sleeper (2+1),20:15,08h 40m,04:55,4.5,399,7
11,Mozo travels,A/C Sleeper (2+1),17:35,07h 35m,01:10,4.9,764,4
11,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),18:45,07h 45m,02:30,4.5,449,9
11,KTR TRAVELS,Non A/C Seater / Sleeper (2+1),17:45,05h 00m,22:45,0.0,699,9
11,BSR Tours And Travels,VE A/C Sleeper (2+1),20:50,07h 30m,04:20,4.3,780,5
11,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),19:45,07h 15m,03:00,4.2,499,10
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:35,05h 30m,23:05,4.1,765,6
11,Tirumala Travels,A/C Sleeper (2+1),20:30,08h 00m,04:30,4.8,1089,4
11,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:10,07h 10m,04:20,3.9,410,24
11,Surendra Buses,A/C Sleeper (2+1),22:50,05h 40m,04:30,3.5,494,25
11,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),17:40,06h 15m,23:55,3.3,649,17
11,Krk Travels,A/C Sleeper (2+1),17:45,05h 15m,23:00,3.3,2700,24
11,LVR Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 25m,05:45,3.9,399,20
11,Sri Atluri Travels,A/C Seater / Sleeper (2+1),21:20,07h 47m,05:07,3.5,490,22
11,BSR Tours And Travels,A/C Seater / Sleeper (2+1),18:00,07h 50m,01:50,3.6,580,18
11,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),20:50,06h 55m,03:45,3.8,444,29
11,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),20:05,07h 45m,03:50,3.1,460,14
11,Kaveri Travels,A/C Seater / Sleeper (2+1),19:35,06h 55m,02:30,3.8,499,28
11,SAMANVI CITICONNECT,A/C Sleeper (2+1),20:40,07h 25m,04:05,3.8,799,19
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,07h 30m,05:30,3.8,300,30
11,V Kaveri Travels,A/C Seater / Sleeper (2+1),21:40,06h 35m,04:15,3.8,500,13
11,Anjani Bus,A/C Seater / Sleeper (2+1),21:15,07h 25m,04:40,3.6,449,30
11,Orange Tours And Travels,A/C Sleeper (2+1),21:00,07h 45m,04:45,3.6,500,23
11,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),21:00,07h 40m,04:40,3.8,428,12
11,LVP Travels,A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,3.6,459,23
11,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:00,07h 45m,05:45,3.4,600,26
11,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:40,08h 20m,06:00,3.7,490,22
11,Morning Star Travels,A/C Sleeper (2+1),22:15,07h 05m,05:20,3.6,600,13
11,Nani Svkdt Travels,A/C Sleeper (2+1),22:00,06h 25m,04:25,3.7,696,17
11,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:40,07h 25m,04:05,3.9,699,13
11,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:00,07h 45m,05:45,3.2,600,15
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,07h 45m,05:45,3.0,400,23
11,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,20:05,08h 15m,04:20,3.1,450,27
11,Orange Tours And Travels,NON A/C Sleeper (2+1),22:00,07h 45m,05:45,3.2,500,29
11,V Kaveri Travels,A/C Seater / Sleeper (2+1),21:40,07h 30m,05:10,3.7,500,21
11,Prasanna Travels,A/C Seater / Sleeper (2+1),22:05,07h 30m,05:35,3.4,400,30
11,Royal Varma Travels,A/C Sleeper (2+1),21:55,06h 50m,04:45,3.9,750,23
11,Eswar Travels,A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,3.6,500,28
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,08h 00m,06:00,3.2,540,40
11,SVR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:45,06h 05m,23:50,3.4,800,23
11,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),20:50,07h 40m,04:30,3.9,500,26
11,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,3.4,450,22
11,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,07h 30m,05:30,3.1,400,19
11,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),20:50,07h 25m,04:15,3.8,499,17
11,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:40,07h 55m,04:35,3.7,629,11
