s_type,departinbus_no,bus_name,bug_time,duration,reaching_time,star_rating,price,seat_availability
12,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06h 40m,05:10,3.0,800,2
12,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,07h 10m,05:45,3.9,1290,1
12,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,06h 10m,06:05,3.6,1431,2
12,Eswar Travels,Non A/C Seater / Sleeper (2+1),23:20,06h 27m,05:47,5.0,1000,2
12,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),01:00,06h 00m,07:00,4.5,1100,3
12,YNR Travels,A/C Sleeper (2+1),17:00,06h 00m,23:00,3.6,4750,29
12,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06h 30m,06:25,4.2,1222,1
12,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),23:20,07h 00m,06:20,3.4,1576,1
12,Moonlight Travels,A/C Sleeper (2+1),23:20,06h 15m,05:35,2.8,1300,22
12,Orange Tours And Travels,A/C Sleeper (2+1),23:30,06h 30m,06:00,2.7,1500,1
12,Vikram Travels,VE A/C Sleeper (2+1),17:15,04h 15m,21:30,4.5,1400,1
12,Morning Star Travels,A/C Sleeper (2+1),23:50,06h 25m,06:15,2.8,1390,1
12,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,06h 10m,05:25,2.7,950,8
12,Nani Svkdt Travels,A/C Sleeper (2+1),23:41,06h 04m,05:45,2.6,1439,6
12,Prasanna Travels,A/C Seater / Sleeper (2+1),23:25,06h 20m,05:45,3.1,900,22
12,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,06h 30m,06:25,3.7,1440,1
12,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:10,07h 27m,06:37,2.4,899,12
12,Sri Sai Padmavathi Travels,A/C Seater/Sleeper (2+1),21:45,06h 15m,04:00,3.1,899,5
12,GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),18:50,04h 40m,23:30,3.5,809,5
12,Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),22:59,07h 11m,06:10,3.4,900,2
12,Morning Star Travels,A/C Sleeper (2+1),22:15,07h 00m,05:15,2.4,990,1
12,Orange Tours And Travels,A/C Sleeper (2+1),00:45,06h 15m,07:00,2.9,1600,4
12,YNR Travels,A/C Sleeper (2+1),23:20,06h 30m,05:50,3.1,1468,27
12,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),01:00,06h 10m,07:10,3.2,1529,3
12,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,07h 11m,07:10,3.7,1180,17
12,Mayuri Travels,A/C Sleeper (2+1),23:55,06h 55m,06:50,2.4,1670,9
12,V Kaveri Travels,A/C Sleeper (2+1),23:51,06h 49m,06:40,3.0,1590,5
12,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),00:25,06h 05m,06:30,2.4,999,6
12,Yolo Bus,A/C Seater / Sleeper (2+1),23:00,07h 12m,06:12,2.5,1130,2
12,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,2.9,999,6
12,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,23:48,06h 17m,06:05,2.8,1330,2
12,AVR Travels,A/C Seater / Sleeper (2+1),23:30,06h 17m,05:47,2.5,949,19
12,Vsaikrishna Travels,A/C Seater / Sleeper (2+1),23:20,05h 55m,05:15,2.6,999,32
12,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:10,06h 25m,05:35,1.2,2000,42
12,LVP Travels,A/C Seater / Sleeper (2+1),23:53,07h 22m,07:15,4.4,989,10
12,Sree Gowtham Travels,A/C Sleeper (2+1),23:02,05h 19m,04:21,4.2,1500,6
12,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06h 21m,06:20,3.9,999,5
12,AVR Travels,A/C Seater / Sleeper (2+1),23:00,06h 45m,05:45,3.3,949,18
12,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:55,05h 35m,05:30,3.8,943,40
12,KPS Buses,A/C Sleeper (2+1),23:55,06h 05m,06:00,2.2,2700,36
12,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,06h 20m,06:00,3.8,890,20
12,Siri Tours and Travels,A/C Seater / Sleeper (2+1),00:02,06h 15m,06:17,3.6,1550,2
12,Sudha Sri Tours and Travels,A/C Sleeper (2+1),23:10,06h 37m,05:47,3.2,990,3
12,Mahadevv travels,NON A/C Sleeper (2+1),23:55,07h 05m,07:00,3.4,1199,5
12,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,06h 55m,05:35,3.3,1160,1
12,Ajay Bus,Non A/C Seater / Sleeper (2+1),23:55,07h 33m,07:28,3.3,4000,31
12,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),23:59,06h 41m,06:40,3.2,999,2
12,Vinay's Tours and Travels,A/C Sleeper (2+1),23:20,06h 40m,06:00,3.7,1599,25
12,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),22:35,06h 40m,05:15,3.9,899,4
12,Mahi Trans Solutions,A/C Sleeper (2+1),23:59,06h 01m,06:00,3.7,2099,13
12,Vinay's Tours and Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,3.0,1399,11
12,J GAGANA TRAVELS,Non A/C Seater / Sleeper (2+1),00:15,04h 45m,05:00,3.0,1266,3
12,Prasanna Travels,A/C Seater / Sleeper (2+1),00:57,05h 28m,06:25,4.1,1700,27
12,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:07,07h 08m,06:15,2.9,1400,10
12,Prasanna Travels,A/C Seater / Sleeper (2+1),00:57,05h 28m,06:25,2.9,1699,31
12,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:40,07h 52m,06:32,3.2,1350,22
12,Prasanna Travels,A/C Seater / Sleeper (2+1),23:25,06h 20m,05:45,2.6,901,21
12,Vasireddy Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),23:10,07h 00m,06:10,2.7,809,6
12,Sri KVR Travels,A/C Sleeper (2+1),23:55,06h 15m,06:10,2.3,1390,27
12,Morning Star Travels,A/C Sleeper (2+1),00:50,05h 30m,06:20,2.8,1190,22
12,Vinay's Tours and Travels,A/C Sleeper (2+1),22:45,06h 55m,05:40,2.4,1600,26
12,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 35m,05:05,1.7,890,27
12,KVR Tours and Travels,Scania Multi-Axle AC Seater (2+2),23:45,07h 03m,06:48,2.7,1100,19
12,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),23:58,06h 34m,06:32,2.7,1220,16
12,Meghana Travels,A/C Seater / Sleeper (2+1),00:15,05h 25m,05:40,4.3,1899,2
12,Meghana Travels,A/C Seater / Sleeper (2+1),23:20,05h 40m,05:00,4.3,4750,44
12,Meghana Travels,NON A/C Airbus (2+2),23:59,06h 43m,06:42,4.3,2850,30
12,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,06h 43m,06:42,4.2,777,3
12,Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),23:30,05h 45m,05:15,2.4,850,26
12,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 55m,05:40,3.8,885,25
12,Krk Travels,Non A/C Seater / Sleeper (2+1),23:45,07h 35m,07:20,1.4,1599,1
12,SLGT Travels,A/C Sleeper (2+1),23:50,06h 22m,06:12,3.7,1590,1
12,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 45m,05:30,3.7,890,4
12,AVR Travels,A/C Seater (2+2),23:30,06h 00m,05:30,3.2,3799,24
12,AVR Travels,A/C Seater / Sleeper (2+1),23:20,06h 38m,05:58,3.2,949,16
12,KVR Tours and Travels,Scania Multi-Axle AC Seater (2+2),23:15,06h 40m,05:55,2.7,999,10
12,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:55,05h 10m,05:05,2.4,949,14
12,Vsaikrishna Travels,A/C Seater / Sleeper (2+1),23:10,05h 55m,05:05,2.4,899,37
12,Surya Dream Liner,NON A/C Sleeper (2+1),23:40,06h 20m,06:00,2.2,3000,30
12,SSK Travels,A/C Sleeper (2+1),22:40,06h 15m,04:55,1.9,2999,30
13,APSRTC - 27083,METRO LUXURY A/C,18:05,02h 45m,20:50,4.1,383,16
13,APSRTC - 2869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:35,02h 55m,21:30,4.0,281,15
13,APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:05,03h 55m,23:00,3.8,250,27
13,APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,04h 10m,23:30,3.8,281,34
13,APSRTC - 27133,METRO LUXURY A/C,19:45,03h 00m,22:45,3.7,383,22
13,APSRTC - 27093,METRO LUXURY A/C,20:25,03h 45m,00:10,4.3,383,19
13,APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,03h 55m,00:30,3.6,281,34
13,APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 15m,02:15,3.8,281,29
13,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,03h 55m,01:15,3.8,239,35
13,APSRTC - 4870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04h 15m,02:00,3.8,281,18
13,APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,04h 05m,02:00,2.7,250,34
13,APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 15m,02:15,3.8,281,33
13,APSRTC - 3354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,03h 05m,01:10,4.3,281,34
13,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,03h 50m,02:00,3.8,269,35
13,APSRTC - 3438,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03h 05m,01:50,4.6,281,2
13,APSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 15m,03:00,2.4,281,33
13,APSRTC - 4872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 15m,03:15,3.8,281,34
13,APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 00m,03:00,4.6,281,34
13,APSRTC - 2851,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 20m,03:50,3.8,281,1
13,APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,04h 20m,04:00,4.3,281,34
13,APSRTC - 3472,INDRA(A.C. Seater),23:45,03h 15m,03:00,4.2,302,26
14,Bharathi Travels,A/C Sleeper (2+1),19:00,03h 45m,22:45,3.1,998,6
14,NueGo,A/C Seater (2+2),19:30,04h 40m,00:10,3.7,685,1
14,NueGo,Electric A/C Seater (2+2),21:00,04h 40m,01:40,4.0,673,4
14,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),23:21,04h 37m,03:58,4.2,720,10
14,NueGo,Electric A/C Seater (2+2),23:30,04h 40m,04:10,4.0,668,4
14,Varsha Travels,A/C Sleeper (2+1),23:30,06h 00m,05:30,3.4,799,22
14,Sai Sindhu Travels,NON A/C Sleeper (2+1),00:59,04h 01m,05:00,3.7,1190,4
14,RK Travels,Non A/C Seater / Sleeper (2+1),23:50,04h 30m,04:20,2.6,699,7
15,APSRTC - 4020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,05h 35m,23:50,2.0,398,31
15,APSRTC - 47211,Express(Non AC Seater),18:30,06h 20m,00:50,3.8,294,38
15,APSRTC - 4610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,06h 00m,01:00,3.8,398,31
15,APSRTC - 5082,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,06h 05m,02:25,3.9,398,31
15,APSRTC - 5501,SAPTAGIRI EXPRESS,20:30,06h 00m,02:30,4.3,284,39
15,APSRTC - 4632,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,06h 20m,03:00,4.0,399,29
15,APSRTC - 5497,SAPTAGIRI EXPRESS,21:00,06h 00m,03:00,4.0,284,38
15,APSRTC - 5084,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,06h 05m,03:15,3.5,398,27
15,APSRTC - 5119,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,06h 10m,03:30,3.5,399,31
15,APSRTC - 5672,Express(Non AC Seater),21:30,06h 25m,03:55,4.4,314,37
15,APSRTC - 5469,SAPTAGIRI EXPRESS,21:30,06h 00m,03:30,3.9,284,43
15,APSRTC - 5315,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,06h 15m,04:00,3.9,399,31
15,APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,07h 00m,04:45,3.4,398,21
15,APSRTC - 5094,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05h 35m,03:20,2.4,398,17
15,APSRTC - 5625,Express(Non AC Seater),22:00,06h 00m,04:00,4.0,294,39
15,APSRTC - 5447,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06h 00m,04:10,4.0,398,31
15,APSRTC - 5028,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,05h 15m,03:35,4.3,398,31
15,APSRTC - 5086,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,05h 35m,04:00,3.7,398,18
15,APSRTC - 47239,Express(Non AC Seater),22:30,07h 30m,06:00,3.7,294,33
15,APSRTC - 47148,INDRA(A.C. Seater),22:30,05h 15m,03:45,3.9,506,31
15,APSRTC - 5463,SAPTAGIRI EXPRESS,22:30,06h 00m,04:30,4.1,284,38
15,APSRTC - 5459,SAPTAGIRI EXPRESS,23:00,06h 00m,05:00,3.9,284,34
15,APSRTC - 5445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05h 25m,04:40,3.3,398,31
15,APSRTC - 5465,SAPTAGIRI EXPRESS,23:20,06h 00m,05:20,4.0,284,43
15,APSRTC - 5453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 00m,05:30,4.5,398,16
15,APSRTC - 5461,SAPTAGIRI EXPRESS,23:55,06h 00m,05:55,4.1,284,42
15,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),17:00,04h 00m,21:00,3.9,474,16
15,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:00,03h 15m,20:15,3.4,599,25
15,Jagan Travels,A/C Sleeper (2+1),17:00,04h 30m,21:30,3.6,599,15
15,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,05h 00m,22:00,4.2,600,6
15,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),17:00,04h 15m,21:15,4.1,499,7
15,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:05,04h 15m,21:20,3.2,699,8
15,Shyamoli Paribahan Pvt Ltd,A/C Sleeper (2+1),17:10,04h 40m,21:50,3.1,600,12
15,BSRM Travels,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,4.7,449,21
15,National travels,VE A/C Sleeper (2+1),20:45,07h 00m,03:45,3.3,720,23
15,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:14,04h 09m,21:23,4.0,200,1
15,Navayuga Travels,A/C Sleeper (2+1),17:20,04h 10m,21:30,3.5,550,13
15,Svkdt travels,A/C Sleeper (2+1),17:30,05h 01m,22:31,3.7,528,8
15,RCV Travels,A/C Seater / Sleeper (2+1),21:00,07h 40m,04:40,4.5,355,22
15,Rajesh Transports,A/C Seater / Sleeper (2+1),17:30,05h 00m,22:30,4.2,700,4
15,IRA Travels,A/C Sleeper (2+1),17:45,06h 14m,23:59,4.1,500,14
15,NueGo,A/C Seater (2+2),18:00,06h 55m,00:55,3.7,332,7
15,FlixBus,A/C Sleeper (2+1),18:00,07h 05m,01:05,3.3,407.14,8
15,Navayuga Travels,A/C Sleeper (2+1),18:10,04h 30m,22:40,3.7,530,26
15,Jabbar Travels,VE A/C Sleeper (2+1),19:00,05h 30m,00:30,3.9,650,11
15,Sai Balaji Travels,A/C Seater / Sleeper (2+1),19:15,04h 40m,23:55,4.9,699,32
15,CCC Bus,A/C Sleeper (2+1),19:45,03h 55m,23:40,4.5,649,11
15,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:50,04h 35m,00:25,4.0,509,10
15,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:00,04h 30m,00:30,3.4,550,14
15,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:00,03h 59m,23:59,3.7,500,21
15,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:10,04h 15m,00:25,4.5,509,11
15,RK Travels,Non A/C Seater / Sleeper (2+1),20:20,07h 00m,03:20,3.4,399,21
15,LUCKY TRAVELS,A/C Sleeper (2+1),20:25,07h 35m,04:00,3.8,600,15
15,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),20:30,05h 30m,02:00,4.8,600,7
15,Kaveri Travels,VE A/C Sleeper (2+1),21:30,04h 30m,02:00,3.8,589,11
15,RK Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 30m,04:00,3.4,399,24
15,Siri SmartBus,VE A/C Sleeper (2+1),22:00,05h 30m,03:30,,630,12
15,RK Travels,Non A/C Seater / Sleeper (2+1),20:30,07h 00m,03:30,3.2,499,35
15,RK Travels,Non A/C Seater / Sleeper (2+1),20:40,07h 00m,03:40,3.7,399,24
15,MRS TRAVELS,A/C Sleeper (2+1),20:45,06h 45m,03:30,4.0,599,21
15,BSRM Travels,Non A/C Seater / Sleeper (2+1),20:45,07h 05m,03:50,4.6,359,18
15,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:00,06h 00m,03:00,3.1,590,14
15,CHOPPA TRAVELS,A/C Sleeper (2+1),21:00,06h 45m,03:45,3.9,599,16
15,RK Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.7,499,32
15,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.2,380,18
15,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:00,05h 00m,03:00,4.4,594,10
15,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,05h 48m,02:48,4.4,400,17
15,Rajeswari Travels,A/C Sleeper (2+1),21:15,06h 50m,04:05,3.4,551,19
15,HYBUS,Bharat Benz A/C Sleeper (2+1),21:30,05h 45m,03:15,4.6,585,12
15,Rajeswari Travels,A/C Sleeper (2+1),21:15,06h 50m,04:05,3.4,523,16
15,RK Travels,A/C Seater / Sleeper (2+1),21:30,06h 50m,04:20,3.9,399,23
15,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),21:40,04h 35m,02:15,3.7,639,12
15,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),21:30,04h 05m,01:35,4.1,729,18
15,Sai Sri Balaji Travels,Bharat Benz NON A/C sleeper (2+1),21:30,07h 30m,05:00,3.0,499,6
15,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),21:40,06h 20m,04:00,3.8,500,17
15,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:40,06h 20m,04:00,4.0,700,2
15,CCC Bus,A/C Sleeper (2+1),21:45,03h 45m,01:30,4.0,649,26
15,JTS Tours and Travels,A/C Sleeper (2+1),23:30,04h 29m,03:59,3.0,594,14
15,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,04h 15m,02:15,3.9,509,7
15,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,4.2,530,31
15,V Kaveri Travels,VE A/C Sleeper (2+1),22:00,05h 15m,03:15,3.5,700,19
15,Vihari Travels ,A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.5,409,11
15,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),22:15,06h 00m,04:15,4.0,450,17
15,GKT TRAVELS,A/C Seater/Sleeper (2+1),22:15,05h 55m,04:10,4.1,389,5
15,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:25,04h 21m,02:46,3.7,499,16
15,IRA Travels,Bharat Benz A/C Sleeper (2+1),22:30,04h 30m,03:00,3.9,720,10
15,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:30,06h 45m,05:15,4.6,651,4
15,FRESHBUS,Electric A/C Seater (2+2),22:30,05h 15m,03:45,4.5,349,23
15,HYBUS,Bharat Benz A/C Sleeper (2+1),22:30,05h 30m,04:00,4.4,585,12
15,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,05h 00m,03:30,4.1,649,16
15,VEGA BUS,A/C Seater / Sleeper (2+1),22:30,05h 45m,04:15,3.3,390,24
15,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:40,04h 21m,03:01,3.5,499,16
15,Jabbar Travels,Bharat Benz A/C Sleeper (2+1),22:45,04h 45m,03:30,4.0,448,12
15,Jabbar Travels,NON A/C Sleeper (2+1),22:45,05h 15m,04:00,3.8,539,5
15,LUCKY TRAVELS,NON A/C Sleeper (2+1),22:50,05h 30m,04:20,4.0,599,13
15,NueGo,A/C Seater (2+2),23:00,06h 55m,05:55,4.0,373,14
15,Kaveri Travels,A/C Seater / Sleeper (2+1),19:00,04h 30m,23:30,3.8,1190,1
15,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,06h 00m,05:00,3.0,660,19
15,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),23:00,07h 00m,06:00,3.2,1500,1
15,FRESHBUS,Electric A/C Seater (2+2),23:05,05h 25m,04:30,4.5,349,24
15,FRESHBUS,Electric A/C Seater (2+2),23:40,05h 40m,05:20,4.5,349,33
15,NueGo,Electric A/C Seater (2+2),23:50,05h 55m,05:45,4.3,332,16
15,SVD Vedansh Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,2.6,500,29
15,KKaveri Travels,Non A/C Seater / Sleeper (2+1),17:00,02h 45m,19:45,1.5,560,17
15,Sri Krishna Travels,A/C Sleeper (2+1),17:30,05h 15m,22:45,2.8,700,20
15,Komitla Trans lines.,A/C Sleeper (2+1),21:00,06h 00m,03:00,1.9,539,19
15,Orange Tours and Travels Grand,A/C Sleeper (2+1),17:30,05h 45m,23:15,1.8,700,12
15,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),20:00,06h 30m,02:30,2.6,419,27
15,CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),18:30,06h 20m,00:50,1.5,499,8
15,SRKT Travels,A/C Seater / Sleeper (2+1),18:45,05h 05m,23:50,2.4,600,29
15,Komitla Trans lines.,NON A/C Sleeper (2+1),22:00,03h 55m,01:55,2.3,557,21
15,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),19:00,04h 30m,23:30,2.6,404,7
15,CHAITRA SRI TRAVELS,NON A/C Sleeper (2+1),19:15,05h 35m,00:50,1.5,699,13
15,SRKT Travels,A/C Seater / Sleeper (2+1),19:25,05h 00m,00:25,2.4,600,33
15,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,06h 00m,01:30,2.6,550,12
15,Sri Kamakshi Tours And Travels,NON A/C Sleeper (2+1),20:45,07h 00m,03:45,2.7,999,32
15,Sri Krishna Travels,A/C Sleeper (2+1),21:15,04h 40m,01:55,2.8,700,16
15,Varsha Travels,A/C Sleeper (2+1),21:30,05h 30m,03:00,2.5,699,28
15,Bharathi Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,2.9,375,33
15,Varsha Travels,A/C Sleeper (2+1),22:15,05h 45m,04:00,2.4,1999,36
15,Sri Krishna Travels,A/C Sleeper (2+1),22:30,04h 30m,03:00,2.8,700,11
15,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:30,05h 00m,03:30,1.5,400,12
15,Varsha Travels,A/C Sleeper (2+1),22:30,05h 45m,04:15,2.4,699,30
15,Simhapuri Travels,NON A/C Sleeper (2+1),23:00,04h 00m,03:00,2.3,499,16
15,Bharathi Travels,A/C Sleeper (2+1),23:45,05h 15m,05:00,2.9,550,27
15,Varsha Travels,A/C Sleeper (2+1),23:50,05h 00m,04:50,2.9,799,27
15,Rajesh Transports,A/C Sleeper (2+1),17:00,04h 35m,21:35,4.2,2175,6
15,Sri Keerthana Sai Travels,A/C Sleeper (2+1),17:00,04h 45m,21:45,3.4,999,14
15,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:00,04h 00m,21:00,3.4,1600,6
15,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,04h 30m,21:30,4.4,1000,14
15,Jaishree Travels,Bharat Benz A/C Sleeper (2+1),17:00,03h 40m,20:40,3.3,6000,30
15,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,05h 00m,22:00,3.6,899,16
15,VKV Travels,A/C Sleeper (2+1),17:05,03h 05m,20:10,3.4,890,24
15,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:30,05h 00m,22:30,3.6,999,14
15,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:15,04h 00m,22:15,3.4,1100,43
15,Rajesh Transports,A/C Sleeper (2+1),18:15,04h 25m,22:40,3.7,2075,7
15,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:30,05h 00m,23:30,4.4,911,11
15,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,04h 25m,23:25,4.7,1700,6
15,Prasanna Travels,A/C Sleeper (2+1),19:00,04h 30m,23:30,3.2,900,19
15,Jagan Travels,A/C Sleeper (2+1),19:00,04h 45m,23:45,3.3,946,13
15,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),19:30,04h 33m,00:03,4.2,800,13
15,IntrCity SmartBus,AC Sleeper (2+1),19:30,04h 15m,23:45,4.1,769,9
15,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 00m,23:30,3.0,1999,50
15,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:35,04h 24m,23:59,4.8,911,13
15,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,04h 14m,23:59,3.8,1300,5
15,SIVA SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),19:50,04h 55m,00:45,3.9,2500,43
15,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:00,06h 30m,02:30,3.5,4999,3
15,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15,06h 00m,02:15,3.5,4999,17
15,GreenLine Travels And Holidays,A/C Sleeper (2+1),20:15,25h 15m,21:30,3.2,1999,6
15,Kamakshi Tours And Travels,A/C Sleeper (2+1),20:30,05h 30m,02:00,3.9,800,24
15,Kamakshi Tours And Travels,A/C Sleeper (2+1),20:30,05h 30m,02:00,3.9,800,23
15,Rajesh Transports,NON A/C Sleeper (2+1),20:30,03h 57m,00:27,4.5,900,13
15,RK Travels,A/C Seater / Sleeper (2+1),20:45,06h 15m,03:00,3.6,2000,40
