s_type,departinbus_no,bus_name,bug_time,duration,reaching_time,star_rating,price,seat_availability
37,Limousine Tours & Travels,A/C Sleeper (2+1),17:30,13h 00m,06:30,4.3,2150,1
37,GreenLine Travels And Holidays,A/C Sleeper (2+1),17:55,13h 35m,07:30,4.4,2100,3
37,Intercity travels,Bharat Benz A/C Sleeper (2+1),17:35,12h 55m,06:30,4.6,1499,5
37,Shanta Travels,NON A/C Sleeper (2+1),17:30,14h 00m,07:30,3.7,1410,9
37,Sea Bird Tourist,A/C Sleeper (2+1),19:30,14h 00m,09:30,3.0,1600,12
37,Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),18:30,11h 00m,05:30,3.6,1399,7
37,Rajat Travels,A/C Seater / Sleeper (2+1),18:00,12h 35m,06:35,3.6,1529,4
37,National travels,Bharat Benz A/C Sleeper (2+1),19:00,12h 45m,07:45,3.3,1500,6
37,Sam Tourist,A/C Sleeper (2+1),17:30,13h 00m,06:30,3.1,1614,9
37,Sea Bird Tourist,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,13h 00m,09:00,3.4,1500,15
37,Streamline tours and travels,A/C Sleeper (2+1),19:15,13h 15m,08:30,3.9,1399,17
37,Northern Travels,Bharat Benz A/C Sleeper (2+1),20:05,14h 25m,10:30,3.0,1020,1
37,PVS Tours and Travels,A/C Sleeper (2+1),20:05,14h 10m,10:15,3.4,3000,32
37,ANNAI TRAVELS,A/C Volvo B11R Multi-Axle Sleeper (2+1),18:00,11h 45m,05:45,3.6,1449,1
37,VRL Travels,NON A/C Sleeper (2+1),18:30,14h 00m,08:30,3.4,2000,1
37,VRL Travels,NON A/C Sleeper (2+1),18:00,14h 00m,08:00,3.9,1900,1
37,VRL Travels,A/C Seater / Sleeper (2+1),19:00,14h 00m,09:00,3.0,1600,7
37,Anand Travels,NON A/C Sleeper (2+1),18:00,12h 45m,06:45,2.8,1482,5
37,National travels,Bharat Benz A/C Sleeper (2+1),17:40,11h 50m,05:30,1.7,1299,2
37,Sri Tourist,A/C Sleeper (2+1),17:40,12h 20m,06:00,2.6,1099,4
37,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,15h 00m,08:30,2.5,1700,2
37,SR Tours and Travels,A/C Sleeper (2+1),17:30,13h 15m,06:45,2.8,1499,1
37,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,14h 00m,07:30,2.9,1700,1
37,Sea Bird Tourist,A/C Sleeper (2+1),17:30,13h 30m,07:00,2.0,1600,6
38,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,12h 45m,10:00,3.2,735,4
38,New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,10h 15m,06:00,2.0,1424,3
39,National travels,Bharat Benz A/C Sleeper (2+1),17:40,03h 35m,21:15,3.3,1299,3
39,BTR Travels,A/C Sleeper (2+1),17:45,04h 30m,22:15,1.8,1599,4
39,S R Travels,A/C Seater/Sleeper (2+1),20:30,05h 30m,02:00,2.0,700,10
39,PSR Travels Goa,A/C Sleeper (2+1),17:55,04h 35m,22:30,3.5,1950,5
39,Rajat Travels,A/C Seater / Sleeper (2+1),18:00,04h 30m,22:30,3.2,1799,16
39,PVS Tours and Travels,A/C Sleeper (2+1),19:00,03h 45m,22:45,3.4,2799,9
39,PVS Tours and Travels,A/C Sleeper (2+1),19:00,04h 00m,23:00,3.4,2799,8
39,Orange Tours And Travels,A/C Sleeper (2+1),17:30,04h 30m,22:00,2.9,2400,14
39,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04h 15m,23:15,2.9,1850,13
40,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07h 30m,02:30,3.5,420,5
40,KTC Travels,A/C Seater (2+2),20:30,06h 00m,02:30,,500,23
40,Hans Travels (I) Private Limited,A/C Sleeper (2+1),17:30,03h 20m,20:50,2.5,600,1
40,New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05h 05m,00:50,2.5,664,6
40,Giroba Travels (Kelkar),NON A/C Airbus (2+2),18:00,08h 00m,02:00,3.3,1099,9
40,IntrCity SmartBus,AC Sleeper (2+1),18:10,06h 10m,00:20,4.8,2397,3
40,PSR Travels Goa,A/C Sleeper (2+1),18:30,06h 45m,01:15,3.5,3000,36
40,Jolly Tours and Travels,A/C Seater (2+2),18:30,07h 15m,01:45,3.6,1620,19
40,IntrCity SmartBus,AC Sleeper (2+1),18:30,06h 30m,01:00,4.1,1839,3
40,Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,06h 45m,01:45,3.9,2699,1
40,IntrCity SmartBus,AC Sleeper (2+1),19:00,06h 15m,01:15,4.4,2282,2
40,PSR Travels Goa,A/C Seater / Sleeper (2+1),19:00,07h 30m,02:30,3.5,1799,22
40,Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,07h 00m,02:30,3.9,2499,3
40,IntrCity SmartBus,AC Sleeper (2+1),19:30,05h 40m,01:10,5.0,2718,3
40,Amrutyog Travels,A/C Sleeper (2+1),20:00,07h 30m,03:30,4.1,2222,12
40,PVS Tours and Travels,A/C Sleeper (2+1),20:00,06h 00m,02:00,3.4,2699,13
40,Vaibhav Travels,A/C Sleeper (2+1),20:00,10h 12m,06:12,3.8,999,1
40,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,06h 05m,02:05,4.4,2585,3
40,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),19:40,06h 05m,01:45,4.1,2794,1
40,Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,07h 30m,04:00,3.0,799,7
40,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06h 05m,02:35,4.9,1716,3
40,Zingbus Plus,VE A/C Sleeper (2+1),20:50,05h 35m,02:25,4.2,2327,9
40,IntrCity SmartBus,AC Sleeper (2+1),21:00,05h 40m,02:40,4.9,2970,1
40,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,06h 00m,03:00,4.4,7600,1
40,Prasanna - Purple Bus,VE A/C Sleeper (2+1),21:00,04h 30m,01:30,4.0,2120,13
40,Indumati Travels,A/C Sleeper (2+1),21:00,05h 45m,02:45,4.1,2090,5
40,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,05h 50m,03:20,4.8,2085,5
40,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:00,05h 30m,03:30,4.1,2320,5
40,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,05h 00m,03:15,4.0,2220,5
40,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,05h 00m,03:30,3.8,2899,16
40,Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,06h 30m,05:01,3.9,2899,12
40,Naik Tours And Travels,NON A/C Sleeper (2+1),17:20,06h 35m,23:55,2.5,2200,5
40,GANESH PRASAD TRAVELS,A/C Seater (2+2),18:00,05h 55m,23:55,2.5,1599,5
40,Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,06h 15m,00:45,1.6,2199,2
40,VRL Travels,A/C Sleeper (2+1),19:30,06h 30m,02:00,2.9,2210,1
41,RSRTC - 193481,Express Non AC Seater 2+3,18:30,04h 30m,23:00,3.8,229,40
41,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,03h 45m,23:45,3.9,460,3
41,RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,04h 30m,01:30,3.8,302,17
41,RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,03h 45m,02:45,4.6,458,14
41,Jakhar Travels,NON A/C Seater/ Sleeper (2+1),18:00,05h 15m,23:15,3.9,450,15
41,M R Travels,NON A/C Seater/ Sleeper (2+1),18:30,05h 10m,23:40,3.8,495,9
41,B.R. Travels,A/C Seater / Sleeper (2+1),19:00,04h 30m,23:30,4.2,500,31
41,Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,04h 50m,23:50,4.1,330,12
41,Gajraj Travels,A/C Sleeper (2+1),19:15,04h 44m,23:59,4.5,650,2
41,M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),19:30,04h 20m,23:50,3.8,611,7
41,Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),20:30,04h 45m,01:15,3.8,1000,1
41,M R Travels,A/C Seater / Sleeper (2+1),22:00,04h 15m,02:15,3.8,510,8
41,Jakhar Travels,A/C Sleeper (2+1),22:00,04h 30m,02:30,3.9,657,7
41,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,05h 00m,03:00,4.1,400,12
41,FlixBus,A/C Sleeper (2+1),22:00,04h 20m,02:20,4.1,579.46,5
41,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),22:45,04h 30m,03:15,3.3,500,14
41,Gajraj Travels,A/C Sleeper (2+1),22:00,05h 10m,03:10,4.5,650,2
41,Tiger Travels,NON AC Seater / Sleeper 2+1,22:00,04h 45m,02:45,4.3,400,36
41,Jain travels regd,AC Sleeper (2+1),22:30,04h 05m,02:35,3.3,667,8
41,Swagat Travels,A/C Seater / Sleeper (2+1),22:42,04h 08m,02:50,3.3,648,14
41,M R Travels,A/C Seater / Sleeper (2+1),22:45,03h 40m,02:25,3.8,510,7
41,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),23:30,04h 30m,04:00,3.1,400,9
41,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,04h 16m,04:15,3.3,700,5
41,Shri Ganesh Travels (LR SIYOL),A/C Seater / Sleeper (2+1),23:55,04h 35m,04:30,3.9,450,7
41,Om Travels,NON AC Seater / Sleeper 2+1,17:20,04h 30m,21:50,2.7,400,28
41,Om Travels,NON AC Seater / Sleeper 2+1,18:00,05h 10m,23:10,2.7,450,20
41,Radhika Travels,Non A/C Seater / Sleeper (2+1),18:00,05h 15m,23:15,2.6,450,21
41,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:16,05h 00m,02:16,2.0,555,34
41,Pooja Paraswnath Travels,A/C Seater / Sleeper (2+1),22:00,05h 34m,03:34,2.3,650,20
41,Laxmi traveller,A/C Seater / Sleeper (2+1),22:00,04h 41m,02:41,2.2,500,24
41,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:40,04h 35m,04:15,2.0,370,24
41,M R Travels,NON A/C Seater/ Sleeper (2+1),17:30,05h 10m,22:40,3.8,816,35
41,Bluecity Bus,Bharat Benz A/C Sleeper (2+1),19:00,04h 55m,23:55,4.3,900,5
41,Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,04h 36m,23:36,4.1,850,31
41,bhaiya travels,A/C Sleeper (2+1),19:30,04h 45m,00:15,3.3,2380.95,30
41,Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),22:26,04h 45m,03:11,3.5,1100,11
41,Tiger Travels,A/C Seater / Sleeper (2+1),23:15,04h 30m,03:45,4.3,1000,40
42,RSRTC - 189837,NON AC Seater / Sleeper 2+1,18:35,04h 55m,23:30,3.6,282,37
42,RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,19:30,03h 30m,23:00,4.5,424,1
42,RSRTC - 188804,Express Non AC Seater 2+3,20:00,03h 45m,23:45,3.6,211,42
42,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,20:30,03h 15m,23:45,2.8,424,37
42,RSRTC - 190584,Express Non AC Seater 2+3,20:50,04h 20m,01:10,3.6,211,42
42,RSRTC - 172923,Express Non AC Seater 2+3,21:15,04h 15m,01:30,3.6,211,42
42,RSRTC - 190951,Express Non AC Seater 2+3,21:20,04h 10m,01:30,3.6,211,42
42,RSRTC - 163969,Express Non AC Seater 2+3,22:30,03h 45m,02:15,3.6,211,42
42,RSRTC - 195766,Express Non AC Seater 2+3,22:45,04h 15m,03:00,3.6,211,42
42,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,22:45,03h 30m,02:15,3.5,424,37
42,RSRTC - 183580,Semi Deluxe Non AC Seater 2+2,23:35,03h 40m,03:15,3.6,230,35
42,RSRTC - 192277,Semi Deluxe Non AC Seater 2+2,23:55,04h 05m,04:00,3.6,230,35
42,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,02h 39m,23:59,3.4,500,38
42,Jain travels regd,NON AC Seater/ Sleeper (2+1),21:45,03h 30m,01:15,4.0,400,7
42,Dashmesh Travels,A/C Seater / Sleeper (2+1),21:45,03h 30m,01:15,3.6,600,28
42,Jain travels regd,NON AC Seater / Sleeper 2+1,22:55,02h 50m,01:45,4.0,350,13
42,Sagwan Travels,A/C Seater / Sleeper (2+1),23:30,03h 13m,02:43,3.7,450,17
42,Dashmesh Travels,A/C Seater / Sleeper (2+1),23:30,03h 30m,03:00,3.6,600,17
42,Mahaveer Travel Company,A/C Seater / Sleeper (2+1),23:45,03h 45m,03:30,3.0,600,18
42,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),18:16,05h 00m,23:16,2.9,400,12
42,NTC Travels,A/C Seater / Sleeper (2+1),23:36,03h 30m,03:06,2.8,540,23
42,AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),20:15,04h 25m,00:40,2.5,600,36
42,Om Travels,NON AC Seater / Sleeper 2+1,20:30,04h 20m,00:50,2.7,600,32
42,RR Travels,A/C Seater / Sleeper (2+1),21:20,03h 35m,00:55,2.1,500,41
42,Om Travels,NON AC Seater / Sleeper 2+1,22:10,03h 35m,01:45,2.7,450,21
42,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),23:45,03h 30m,03:15,2.3,522,15
42,Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,03h 49m,21:25,4.0,1000,2
42,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),18:00,03h 30m,21:30,3.3,1100,40
42,Shri Charbhuja Travels (A Unit Of Bala Agri..),A/C Seater / Sleeper (2+1),18:03,03h 30m,21:33,3.7,1047.62,38
42,Chanakya Travels Agency,A/C Seater / Sleeper (2+1),18:15,04h 15m,22:30,3.8,1100,40
42,Mahadev Travels JOD,Bharat Benz A/C Sleeper (2+1),18:55,02h 50m,21:45,4.3,4000,40
42,Western Bus,VE A/C Sleeper (2+1),19:00,04h 30m,23:30,3.1,1210,1
42,Jain travels regd,NON A/C Sleeper (2+1),20:10,03h 00m,23:10,4.0,1400,30
42,bhaiya travels,NON A/C Sleeper (2+1),21:10,03h 30m,00:40,3.3,1000,16
42,Jain Travels Regd Udaipur,A/C Seater / Sleeper (2+1),21:15,03h 10m,00:25,3.0,900,38
42,Pandit Travels,NON AC Seater / Sleeper 2+1,21:45,03h 30m,01:15,4.0,1200,2
42,NS Travels,A/C Sleeper (2+1),23:50,02h 50m,02:40,3.3,1350,1
42,Nandu Travels,NON A/C Sleeper (2+1),22:04,03h 59m,02:03,3.6,1200,35
42,V k jain travels,A/C Seater / Sleeper (2+1),22:20,04h 00m,02:20,3.0,800,38
42,Rishabh travels,Bharat Benz A/C Sleeper (2+1),22:15,03h 10m,01:25,3.6,1350,30
42,Jain travels regd,NON AC Seater / Sleeper 2+1,22:21,03h 36m,01:57,4.0,850,11
42,SHEKHAR TRAVELS,A/C Seater / Sleeper (2+1),22:30,03h 10m,01:40,3.1,1400,19
42,Bluecity Bus,Bharat Benz A/C Sleeper (2+1),22:30,04h 00m,02:30,4.3,1200,3
42,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),22:30,03h 30m,02:00,3.3,800,28
42,NS Travels,A/C Sleeper (2+1),22:50,02h 40m,01:30,3.3,1200,3
42,Jain travels regd,AC Sleeper (2+1),23:00,03h 15m,02:15,4.0,1200,36
42,bhaiya travels,A/C Sleeper (2+1),23:15,03h 05m,02:20,3.3,2380.95,30
42,New marudhar and rajswer travelsp,NON AC Seater / Sleeper 2+1,23:45,04h 47m,04:32,4.8,925,43
42,Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),23:50,03h 25m,03:15,3.8,1000,1
42,Suraj Travel And Cargo Services,Bharat Benz A/C Seater /Sleeper (2+1),23:55,02h 50m,02:45,3.4,1333.33,7
42,Chanakya Travels Agency,A/C Sleeper (2+1),00:40,03h 05m,03:45,3.8,2500,1
42,Jay Dwarkadhish Tours and Cargo,NON AC Seater / Sleeper 2+1,18:15,03h 15m,21:30,,3000,34
42,Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),18:16,05h 00m,23:16,2.9,1000,12
42,New Kothari Travels,NON A/C Sleeper (2+2),18:30,03h 30m,22:00,2.1,1500,20
42,Om Travels,NON A/C Sleeper (2+1),19:00,05h 10m,00:10,2.7,1800,30
42,SHREE MARUTIKRUPA TRAVELS AND CARGO,NON A/C Sleeper (2+1),19:00,04h 15m,23:15,2.5,900,12
42,SHREE MARUTIKRUPA TRAVELS AND CARGO,NON A/C Sleeper (2+1),19:00,04h 15m,23:15,2.5,900,25
42,Salasar vaishnav travels,A/C Seater / Sleeper (2+1),19:00,03h 55m,22:55,2.2,1100,38
42,Ashok Travels Ajmer,Non A/C Seater / Sleeper (2+1),20:30,03h 29m,23:59,1.6,712,12
43,RSRTC - 193271,Express Non AC Seater 2+3,19:30,06h 30m,02:00,4.5,294,35
43,RSRTC - 189622,Express Non AC Seater 2+3,22:00,07h 00m,05:00,2.5,294,39
43,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:35,04h 20m,21:55,4.5,485,32
43,Jain travels regd,A/C Seater / Sleeper (2+1),22:15,06h 15m,04:30,4.2,460,25
43,Jakhar Travels,Volvo Multi Axle Sleeper B11R (2+1),22:00,06h 30m,04:30,4.0,600,11
43,AdKalpana Travels,NON A/C Sleeper (2+1),22:00,06h 54m,04:54,3.9,450,9
43,Gajraj Travels,A/C Sleeper (2+1),22:30,06h 30m,05:00,5.0,550,21
43,Raj Travel,A/C Sleeper (2+1),22:30,07h 00m,05:30,4.4,550,5
43,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,06h 00m,04:00,3.8,350,28
43,Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,06h 45m,05:00,3.1,350,19
43,Shrinath travel agency,AC Sleeper (2+1),21:15,06h 15m,03:30,3.2,500,22
43,Chandra Travels (Apex Chandra Pvt Ltd),NON AC Seater / Sleeper 2+1,22:30,06h 00m,04:30,3.4,350,12
43,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),21:00,06h 10m,03:10,3.4,700,19
43,Kamlesh Travels,A/C Seater / Sleeper (2+1),22:00,05h 45m,03:45,3.4,700,38
43,Ashok Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 15m,05:30,3.3,495,20
43,Western Bus,VE A/C Sleeper (2+1),21:40,07h 00m,04:40,3.1,600,26
43,Rishabh Travels Milan,A/C Seater / Sleeper (2+1),20:25,05h 50m,02:15,3.3,500,8
43,Jain travels regd,AC Sleeper (2+1),17:40,06h 15m,23:55,3.5,600,8
43,M R Travels,NON A/C Seater/ Sleeper (2+1),23:30,06h 30m,06:00,2.4,360,11
43,Lake City Travels,A/C Seater / Sleeper (2+1),22:45,06h 35m,05:20,1.3,400,25
43,Ravi Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:00,2.5,400,16
43,Jain travels regd,NON AC Seater / Sleeper 2+1,23:15,07h 15m,06:30,2.4,350,13
43,Jain Parshwanath Travels,NON A/C Sleeper (2+1),22:10,06h 54m,05:04,1.3,500,30
43,Ravi Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 45m,04:15,2.5,400,2
44,RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,08h 00m,04:40,4.4,448,10
44,RSRTC - 163517,Express Non AC Seater 2+3,21:05,07h 55m,05:00,3.2,356,34
44,RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,22:31,06h 14m,04:45,3.9,740,13
44,RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,23:59,06h 16m,06:15,4.3,740,23
44,Gayatri Travels,NON AC Seater / Sleeper 2+1,22:30,07h 00m,05:30,4.3,450,17
44,M R Travels,A/C Seater / Sleeper (2+1),23:35,06h 35m,06:10,4.1,918,5
44,M R Travels,A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,4.3,510,1
44,Shailu Tour and Travels,A/C Seater / Sleeper (2+1),20:00,09h 45m,05:45,3.5,450,20
44,Shree Paras Travels,NON AC Seater / Sleeper 2+1,21:00,08h 30m,05:30,3.7,499,12
44,Geetanjali Travels,NON AC Seater / Sleeper 2+1,23:00,07h 05m,06:05,3.2,500,26
44,Gorsiya Travels,A/C Seater / Sleeper (2+1),19:00,07h 00m,02:00,3.0,648,7
44,Chouhan travels and Cargo,A/C Seater / Sleeper (2+1),20:20,07h 10m,03:30,3.3,700,22
44,Shree Ganesh Travels,A/C Sleeper (2+1),20:00,07h 05m,03:05,3.4,1100,3
44,Shree Ganesh Travels,A/C Sleeper (2+1),18:30,07h 00m,01:30,3.4,700,11
44,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),21:50,05h 20m,03:10,3.4,1300,12
44,Jain Shiv Shankar Travels,NON A/C Seater/ Sleeper (2+1),20:40,07h 10m,03:50,1.7,400,14
44,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,06h 15m,05:45,2.4,600,1
44,Geetanjali Travels,A/C Seater / Sleeper (2+1),18:02,07h 10m,01:12,2.6,450,5
44,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),21:00,06h 55m,03:55,2.4,1300,9
44,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),20:15,06h 45m,03:00,2.4,600,15
44,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),21:00,06h 40m,03:40,2.7,500,8
44,Pooja Travels,A/C Seater / Sleeper (2+1),17:40,07h 35m,01:15,1.6,699,12
44,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),19:00,07h 30m,02:30,2.0,380,13
44,Jakhar Travels,A/C Sleeper (2+1),21:00,06h 50m,03:50,2.1,600,3
44,Swagat Travels,A/C Seater / Sleeper (2+1),20:00,07h 50m,03:50,2.6,740,16
44,BG Travels,A/C Seater / Sleeper (2+1),21:30,07h 55m,05:25,1.1,925,16
45,RSRTC - 168778,Express Non AC Seater 2+3,18:30,03h 20m,21:50,3.9,129,42
45,RSRTC - 104469,Express Non AC Seater 2+3,18:35,02h 15m,20:50,3.9,129,46
45,RSRTC - 170435,Express Non AC Seater 2+3,19:00,02h 15m,21:15,3.9,129,42
45,RSRTC - 173071,Super Luxury Volvo AC Seater Pushback 2+2,19:05,01h 55m,21:00,4.3,213,2
45,RSRTC - 168498,Express Non AC Seater 2+3,19:30,03h 00m,22:30,3.9,129,42
45,RSRTC - 193580,Express Non AC Seater 2+3,19:40,01h 50m,21:30,3.9,129,42
45,RSRTC - 194319,Deluxe AC Seater 2+2,20:00,02h 00m,22:00,3.9,228,29
45,RSRTC - 177354,Express Non AC Seater 2+3,20:10,02h 05m,22:15,3.9,129,42
45,RSRTC - 168785,Express Non AC Seater 2+3,21:00,02h 15m,23:15,3.9,129,42
45,RSRTC - 188344,Express Non AC Seater 2+3,21:00,02h 00m,23:00,3.9,129,42
45,RSRTC - 177523,Express Non AC Seater 2+3,21:10,02h 05m,23:15,3.9,129,42
45,RSRTC - 171167,Express Non AC Seater 2+3,21:20,01h 40m,23:00,3.9,129,42
45,RSRTC - 168794,Express Non AC Seater 2+3,21:50,02h 25m,00:15,3.9,129,42
45,RSRTC - 195158,Express Non AC Seater 2+3,22:15,01h 44m,23:59,3.9,129,42
45,RSRTC - 178042,Express Non AC Seater 2+3,23:40,12h 19m,11:59,3.9,129,42
45,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,02h 55m,21:40,3.5,350,27
45,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03h 00m,22:30,3.5,300,18
45,Rishabh travels,AC Sleeper (2+1),20:04,03h 27m,23:31,3.6,360,27
45,Sagwan Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02h 30m,22:30,2.0,270,38
45,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),20:10,02h 15m,22:25,2.3,285,32
45,Rajat Travels,Non A/C Seater / Sleeper (2+1),19:15,11h 15m,06:30,3.2,540,15
45,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),21:00,02h 15m,23:15,2.8,360,39
45,Mahadev Travels Pilani,A/C Seater / Sleeper (2+1),21:15,02h 10m,23:25,2.5,300,32
45,Ajay Raj Travel Agency,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01h 50m,23:05,2.3,285,25
45,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),19:30,03h 00m,22:30,3.5,449,33
45,Mahaveer Travels (M.T.A),Bharat Benz A/C Sleeper (2+1),17:20,02h 40m,20:00,4.0,1859,23
45,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),20:15,02h 30m,22:45,2.8,539,37
45,Maharaja Travels,A/C Seater / Sleeper (2+1),17:20,02h 15m,19:35,3.0,428.57,42
45,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),20:35,02h 55m,23:30,2.8,270,42
45,RATHORE TRAVELS AGENCY,Volvo 9600 A/C Sleeper (2+1),17:52,02h 03m,19:55,4.0,7714,19
45,Maharaja Travels,A/C Seater / Sleeper (2+1),18:05,02h 15m,20:20,3.0,429,42
45,Anita Maya Travels,A/C Seater / Sleeper (2+1),18:00,02h 30m,20:30,4.2,857,35
45,New Deep Travels,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),18:40,01h 40m,20:20,4.8,700,6
45,Mahalaxmi Travels,A/C Seater / Sleeper (2+1),18:50,03h 00m,21:50,4.1,399,24
45,Garhwal Travels,A/C Seater / Sleeper (2+1),19:05,03h 05m,22:10,3.1,760,13
45,GAYATRI RAO TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),18:30,03h 20m,21:50,,630,11
45,Neeraj travels,A/C Seater / Sleeper (2+1),19:43,02h 15m,21:58,3.4,699,34
45,New Babu Travels,A/C Seater/Sleeper (2+1),19:45,03h 15m,23:00,3.5,570.48,16
45,Sagwan Travels,A/C Seater / Sleeper (2+1),17:40,02h 30m,20:10,2.0,810,35
45,SHEKHAR TRAVELS,A/C Sleeper (2+1),20:10,03h 20m,23:30,3.1,1300,23
45,THE REINDEER BUS,Volvo 9600 A/C Sleeper (2+1),20:15,01h 55m,22:10,4.5,700,24
45,Neeraj travels,A/C Seater / Sleeper (2+1),20:40,02h 40m,23:20,3.4,495,38
45,SHEKHAR TRAVELS,A/C Seater / Sleeper (2+1),20:29,02h 30m,22:59,3.1,600,14
45,Rathore Travels Madho,NON AC Seater / Sleeper 2+1,20:30,02h 00m,22:30,3.2,500,43
45,Jakhar Travels,A/C Seater / Sleeper (2+1),20:45,02h 45m,23:30,3.9,500,18
45,Maharaja Travels,A/C Seater / Sleeper (2+1),20:45,02h 10m,22:55,3.0,429,36
45,Dashmesh Travels,A/C Seater / Sleeper (2+1),21:00,02h 00m,23:00,3.6,400,25
45,SKYNET TRAVELS AND CARGO,A/C Sleeper (2+1),21:20,01h 45m,23:05,4.2,810,34
45,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:31,01h 26m,23:57,3.4,800,38
45,Neelam Travels,A/C Seater / Sleeper (2+1),23:00,01h 30m,00:30,3.5,600,38
45,Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),18:10,03h 20m,21:30,2.6,800,25
45,Rohit Raj Travels,A/C Sleeper (2+1),19:00,03h 05m,22:05,1.8,1234,30
45,Om shree ji travles,NON A/C Seater/ Sleeper (2+1),19:15,04h 00m,23:15,2.9,570,42
